ISD Code,ISD Name,District Code,District Name,County Code,County Name,Entity Type,School Level,Locale,Fiscal Year,Revenue,Expenditures,Fund Balance,Years in Deficit,Pupil FTE Count,Resident Pupils Leaving,Non-Resident Pupils Coming,Current Ratio,Current Ratio Quartile,Fund Balance Change,Fund Balance Change Quartile,Operating Margin,Operating Margin Quartile,Debt Service Coverage Ratio,Debt Service Coverage Ratio Quartile,Days Cash on Hand,Days Cash on Hand Quartile,Fund Balance as % of Revenue,Fund Balance as % of Revenue Quartile,Fund Balance as % of Expenditure,Fund Balance as % of Expenditure Quartile,Revenue/Expenditure Ratio,Revenue/Expenditure Ratio Quartile,Enrollment Trend,Enrollment Trend Quartile,Compensation Trend,Compensation Trend Quartile
"46","Lenawee ISD","46010","Adrian Public Schools","46","Lenawee","LEA District","Elem thru High School","Town: Distant","2021","38079963.03","36314475.03","7570054.56","0.00","2783.34","1790.39","391.20","3.14","2","30.42","2","5.36","3","11.05","3","42.30","4.00","19.88","3","21.36","3","1.05","2","-2.86","2","3.3","3"
"82","Wayne RESA","63914","Advanced Technology Academy","82","Wayne","PSA District","Elem thru High School","City: Small","2021","14039542.00","13099029.00","2785159.00","0.00","1256.71",,"1256.71","2.27","2","50.99","2","12.38","1","6.96","2","72.34","3.00","19.84","3","23.96","2","1.07","2","-0.5","1",,
"63","Oakland Schools","63901","AGBU Alex-Marie Manoogian School","63","Oakland","PSA District","Elem thru High School","City: Small","2021","4147636.00","3860513.00","1127923.00","0.00","372.29",,"373.00","3.39","1","34.15","2","6.92","2",,,"82.42","2.00","27.19","2","29.22","2","1.07","2","-5.4","3","6.99","4"
"58","Monroe ISD","58020","Airport Community Schools","58","Monroe","LEA District","Elem thru High School","Rural: Fringe","2021","32147947.36","30574365.78","9401307.23","0.00","2678.94","568.82","227.65","3.73","1","20.1","3","4.93","3","5.93","2","90.40","2.00","29.24","1","32.18","2","1.05","2","-1.32","2","-1.8","1"
"79","Tuscola ISD","79010","Akron-Fairgrove Schools","79","Tuscola","LEA District","Elem thru High School","Rural: Distant","2021","4864602.55","4489805.75","349365.23","0.00","342.98","142.84","72.50","1.34","4","1473.75","1","7.74","2","25.08","4","25.68","4.00","7.18","4","7.95","4","1.08","2","5.88","1","1.66","2"
"15","Charlevoix-Emmet ISD","24030","Alanson Public Schools","24","Emmet","LEA District","Elem thru High School","Rural: Distant","2021","3184951.96","3017858.52","396518.61","0.00","208.66","348.38","26.21","2.09","3","72.68","1","5.25","3","6.14","2","53.82","3.00","12.45","4","13.79","4","1.06","2","-2.77","2","29.54","4"
"28","Northwest Education Services","05010","Alba Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2021","1430382.24","1309342.64","225078.55","0.00","110.44","100.15","19.00","2.07","3","116.34","1","8.46","2","14.45","3","65.15","3.00","15.74","3","17.5","3","1.09","1","-2.4","2","1.13","2"
"04","Alpena-Montmorency-Alcona ESD","01010","Alcona Community Schools","01","Alcona","LEA District","Elem thru High School","Rural: Distant","2021","9094999.56","8982151.02","919490.54","0.00","652.49","125.28","161.22","1.93","3","13.99","3","1.24","4","0.82","1","45.59","4.00","10.11","4","10.78","4","1.01","4","-4.99","3","-22.07","1"
"74","St. Clair County RESA","74030","Algonac Community School District","74","St. Clair","LEA District","Elem thru High School","Rural: Fringe","2021","16259349.25","15457502.89","3665354.76","0.00","1366.81","327.65","55.67","3.23","2","28","3","4.93","3","12.3","3","70.87","3.00","22.54","2","24.45","2","1.05","2","-2.79","2","2.37","2"
"03","Allegan Area Educational Service Agency","03030","Allegan Public Schools","03","Allegan","LEA District","Elem thru High School","Town: Distant","2021","27100495.53","25681790.65","3604149.11","0.00","2153.86","590.63","113.65","1.8","3","64.92","1","5.23","3","44.26","4","51.82","3.00","13.3","4","14.18","4","1.06","2","-9.81","4","3.27","3"
"82","Wayne RESA","82020","Allen Park Public Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2021","43304033.08","42385117.57","5578253.99","0.00","3720.32","553.53","1072.39","1.73","3","19.72","3","2.57","4","37.13","4","37.35","4.00","12.88","4","13.42","4","1.02","3","-3.17","2","5.45","3"
"70","Ottawa Area ISD","70040","Allendale Public Schools","70","Ottawa","LEA District","Elem thru High School","Suburb: Large","2021","32578499.94","31863433.24","3540527.58","0.00","2667.53","260.31","313.26","1.66","3","25.31","3","5.03","3","41.39","4","45.58","4.00","10.87","4","11.77","4","1.02","3","-2.21","2","0.93","2"
"29","Gratiot-Isabella RESD","29010","Alma Public Schools","29","Gratiot","LEA District","Elem thru High School","Town: Distant","2021","23433141.41","22606824.13","4445144.25","0.00","1929.12","528.84","269.86","2.6","2","22.83","3","3.69","3","10.81","3","52.87","3.00","18.97","3","20.08","3","1.04","3","-5.07","3","6.46","3"
"44","Lapeer ISD","44020","Almont Community Schools","44","Lapeer","LEA District","Elem thru High School","Rural: Fringe","2021","15325497.78","15066101.32","2104026.85","0.00","1369.64","247.52","348.78","2.05","3","14.06","3","1.69","4","47.68","4","39.25","4.00","13.73","3","14.62","4","1.02","3","-6.08","3","2.1","2"
"04","Alpena-Montmorency-Alcona ESD","04010","Alpena Public Schools","04","Alpena","LEA District","Elem thru High School","Town: Remote","2021","41993354.60","39580087.56","8995652.42","0.00","3516.85","149.13","105.69","2.01","3","36.66","2","6.69","2","5.25","1","105.29","2.00","21.42","2","23.75","2","1.06","2","-4.91","3","4.97","3"
"82","Wayne RESA","82981","American Montessori Academy","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","2021","5379433.00","4788894.00","1787761.00","0.00","478.67",,"480.00","12.2","1","49.33","2","23.14","1","11.62","3","64.12","3.00","33.23","1","43.65","1","1.12","1","2.73","1",,
"52","Marquette-Alger RESA","02010","AuTrain-Onota Public Schools","02","Alger","LEA District","Elem_Middle School","Rural: Distant","2021","1046518.59","1012068.41","661012.83","0.00","23.00","65.39","6.00","8.68","1","5.5","4","7.91","2",,,"255.88","1.00","63.16","1","69.45","1","1.03","3","-28.24","4","4.86","3"
"63","Oakland Schools","63070","Avondale School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2021","52611731.90","49683474.55","10238581.25","0.00","4503.71","472.60","2052.56","1.98","3","40.06","2","5.57","2","16.47","4","90.12","2.00","19.46","3","21.38","3","1.06","2","-2.22","2","5.77","3"
"32","Huron ISD","32010","Bad Axe Public Schools","32","Huron","LEA District","Elem thru High School","Town: Remote","2021","10724742.08","9963191.93","2828511.55","0.00","901.51","253.69","212.93","2.01","3","36.84","2","7.1","2","10.46","3","142.08","1.00","26.37","2","29.21","2","1.08","2","1.26","1","2.09","2"
"53","West Shore Educational Service District","43040","Baldwin Community Schools","43","Lake","LEA District","Elem thru High School","Rural: Remote","2021","9732993.77","8904313.91","4200329.45","0.00","447.31","367.28","4.00","7.61","1","24.58","3","8.51","2","6.01","2","145.78","1.00","43.16","1","49.73","1","1.09","1","-7.61","4","23.49","4"
"80","Van Buren ISD","80020","Bangor Public Schools (Van Buren)","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2021","13424600.99","12403733.33","2471515.00","0.00","1018.93","383.05","143.68","1.7","3","70.37","1","9.92","1","39.73","4","112.96","1.00","18.41","3","21.05","3","1.08","2","-8.32","4","9.75","4"
"80","Van Buren ISD","80240","Bangor Township S/D #8","80","Van Buren","LEA District","Elem_Middle School","Rural: Distant","2021","250016.56","254957.19","147781.56","0.00","24.86",,"21.86","3.26","2","-3.24","4","-1.98","4",,,"248.22","1.00","59.11","1","59.66","1","0.98","4","4.19","1","-12.9","1"
"09","Bay-Arenac ISD","09030","Bangor Township Schools","09","Bay","LEA District","Elem thru High School","Suburb: Small","2021","27704344.69","26776586.91","5619290.30","0.00","2508.34","234.01","1143.03","2","3","19.78","3","8.53","2","3.94","1","88.21","2.00","20.28","2","22.31","3","1.03","3","-2.1","2","-20.67","1"
"31","Copper Country ISD","07020","Baraga Area Schools","07","Baraga","LEA District","Elem thru High School","Rural: Remote","2021","4806006.76","4625490.55","2813174.23","0.00","336.27","105.44","41.42","5.6","1","6.86","4","3.86","3",,,"220.24","1.00","58.53","1","61.68","1","1.04","3","1.74","1","-21.74","1"
"21","Delta-Schoolcraft ISD","21090","Bark River-Harris School District","55","Menominee","LEA District","Elem thru High School","Rural: Remote","2021","8014879.64","8066589.53","1933417.78","0.00","680.84","229.84","282.00","3.27","1","-2.6","4","-0.65","4","2.84","1","58.08","3.00","24.12","2","26.11","2","0.99","4","-4.36","3","1.48","2"
"19","Clinton County RESA","19100","Bath Community Schools","19","Clinton","LEA District","Elem thru High School","Suburb: Large","2021","11385187.00","11256094.18","1413836.88","0.00","1049.67","275.86","253.00","1.56","4","10.05","4","2.1","4","18.38","4","67.33","3.00","12.42","4","12.85","4","1.01","4","-6.46","3","-0.62","2"
"13","Calhoun Intermediate School District","13904","Battle Creek Area Learning Center","13","Calhoun","PSA District","High School","City: Small","2021","1805553.00","1553355.00","594379.00","0.00","134.66",,"134.75","2.66","2","73.7","1","13.97","1","0.92","1","124.13","1.00","32.92","1","39.19","1","1.16","1","-16.16","4","18.36","4"
"13","Calhoun Intermediate School District","13020","Battle Creek Public Schools","13","Calhoun","LEA District","Elem thru High School","City: Small","2021","52704409.15","49880172.52","12064090.60","0.00","3698.65","3467.99","278.90","1.78","3","30.57","2","5.36","3","6.89","2","127.38","1.00","22.89","2","25.32","2","1.06","2","-5.07","3","7.27","4"
"09","Bay-Arenac ISD","09010","Bay City School District","09","Bay","LEA District","Elem thru High School","City: Small","2021","82232567.45","80461510.39","14194496.28","0.00","6748.18","2808.21","457.50","1.85","3","14.26","3","2.16","4","6.19","2","73.90","3.00","17.26","3","18.19","3","1.02","3","-6.69","4","3.21","3"
"09","Bay-Arenac ISD","09902","State Street Academy","09","Bay","PSA District","Elem_Middle School","City: Small","2021","1952297.15","1833503.97","439798.71","0.00","176.11",,"177.00","5.05","1","37.01","2","16.75","1","10.32","3","26.15","4.00","22.53","2","28.57","2","1.06","2","23.72","1",,
"09","Bay-Arenac ISD","09901","Bay-Arenac Community High School","09","Bay","PSA District","High School","Suburb: Small","2021","1915721.66","1713938.23","1048864.14","0.00","125.25",,"125.25","4.96","1","23.82","3","10.6","1",,,"198.87","1.00","54.75","1","63.92","1","1.12","1","-21.23","4","1.61","2"
"29","Gratiot-Isabella RESD","37040","Beal City Public Schools","37","Isabella","LEA District","Elem thru High School","Rural: Distant","2021","7395278.14","7351249.64","2153695.35","0.00","658.95","66.06","344.72","4.09","1","2.09","4","2.62","4","8.42","2","73.94","3.00","29.12","2","31.02","2","1.01","4","-3.22","2","10.56","4"
"51","Manistee ISD","51020","Bear Lake Schools","51","Manistee","LEA District","Elem thru High School","Rural: Remote","2021","3718681.65","3474531.76","1066229.69","0.00","307.18","101.86","122.68","4.47","1","29.7","3","14.69","1","10.22","2","89.50","2.00","28.67","2","36.52","1","1.07","2","6.36","1","9.98","4"
"15","Charlevoix-Emmet ISD","15010","Beaver Island Community School","15","Charlevoix","LEA District","Elem thru High School","Rural: Remote","2021","2087439.99","1859207.08","802359.65","0.00","49.00",,,"2.23","3","39.75","2","14.03","1","10.67","3","265.32","1.00","38.44","1","45","1","1.12","1","0","1","-3.18","1"
"18","Clare-Gladwin Regional Education Service District","26010","Beaverton Schools","26","Gladwin","LEA District","Elem thru High School","Rural: Distant","2021","11603627.61","11231424.03","1334735.95","0.00","936.72","281.01","102.50","1.69","3","38.67","2","3.21","3","5.7","1","37.08","4.00","11.5","4","12.26","4","1.03","3","-6.94","4","-3.01","1"
"58","Monroe ISD","58030","Bedford Public Schools","58","Monroe","LEA District","Elem thru High School","Suburb: Large","2021","45812185.86","42742554.42","7742169.97","0.00","4129.78","606.30","133.00","1.54","4","65.7","1","7.66","2","5.71","1","122.78","1.00","16.9","3","19.29","3","1.07","2","-3.22","2","9.61","4"
"25","Genesee ISD","25240","Beecher Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2021","12324046.93","11140035.56","1833345.22","0.00","696.68","741.62","109.00","1.58","4","182.34","1","9.61","1","3.82","1","85.89","2.00","14.88","3","17.7","3","1.11","1","-1.64","2","-12.41","1"
"34","Ionia ISD","34080","Belding Area School District","34","Ionia","LEA District","Elem thru High School","Town: Distant","2021","20417851.91","19691332.86","3787332.35","0.00","1740.65","372.17","160.54","1.79","3","23.74","3","3.56","3","48.19","4","82.02","2.00","18.55","3","19.79","3","1.04","3","-3.09","2","1.43","2"
"28","Northwest Education Services","05040","Bellaire Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2021","4971126.97","4861372.40","1809418.47","0.00","287.97","90.21","17.00","4.11","1","6.46","4","3.06","3","17.49","4","158.77","1.00","36.4","1","39.29","1","1.02","3","-15.11","4","-1.19","1"
"13","Calhoun Intermediate School District","23010","Bellevue Community Schools","23","Eaton","LEA District","Elem thru High School","Rural: Distant","2021","6907659.58","6309840.38","2338807.54","0.00","603.69","332.38","91.50","4.77","1","34.34","2","8.65","2","26.41","4","102.85","2.00","33.86","1","37.63","1","1.09","1","2.66","1","16.73","4"
"25","Genesee ISD","25060","Bendle Public Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2021","13715882.43","12661892.15","6719853.06","0.00","1087.89","229.94","391.93","5.55","1","18.6","3","7.68","2","9.77","2","155.14","1.00","48.99","1","54.16","1","1.08","2","-5.29","3","-1.77","1"
"25","Genesee ISD","25230","Bentley Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2021","9113572.13","8405190.10","2662723.27","0.00","754.14","312.79","253.21","3.48","1","36.25","2","7.89","2","7.71","2","87.97","2.00","29.22","2","32.34","2","1.08","2","-8.06","4","1.97","2"
"11","Berrien RESA","11010","Benton Harbor Area Schools","11","Berrien","LEA District","Elem thru High School","City: Small","2021","27240185.26","22845852.98","3179016.27","0.00","1633.78","3363.39","1.00","1.41","4","361.58","1","16.13","1","2.88","1","93.23","2.00","11.67","4","14.8","4","1.19","1","-5.22","3","20.7","4"
"11","Berrien RESA","11903","Benton Harbor Charter School Academy","11","Berrien","PSA District","Elem thru High School","City: Small","2021","5395778.51","5147131.75","1278582.84","0.00","458.56",,"461.00","2.77","2","24.14","3","15.43","1","10.87","3","39.70","4.00","23.7","2","29.37","2","1.05","2","-4.82","3",,
"28","Northwest Education Services","10015","Benzie County Central Schools","10","Benzie","LEA District","Elem thru High School","Rural: Remote","2021","15842056.78","14041080.57","4668731.25","0.00","1281.01","669.85","104.00","3.3","1","62.8","1","11.37","1","0.01","1","129.83","1.00","29.47","1","34.35","1","1.13","1","-5.32","3","-8.21","1"
"63","Oakland Schools","63050","Berkley School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2021","69554131.24","68079463.75","8331134.28","0.00","5758.10","182.70","2490.81","1.8","3","21.51","3","5.93","2","5.22","1","36.23","4.00","11.98","4","12.93","4","1.02","3","-2.82","2","7.63","4"
"34","Ionia ISD","34140","Berlin Township S/D #3","34","Ionia","LEA District","Elem_Middle School","Rural: Distant","2021","196232.17","171814.32","182308.04","0.00","12.00","43.50","10.00","7.71","1","15.47","3","12.44","1",,,"407.26","1.00","92.9","1","106.3","1","1.14","1","38.25","1","20.46","4"
"11","Berrien RESA","11240","Berrien Springs Public Schools","11","Berrien","LEA District","Elem thru High School","Town: Fringe","2021","59792378.70","55147898.95","20059473.67","0.00","4037.81","191.96","2779.51","5.03","1","30.13","3","12.58","1","3.68","1","88.82","2.00","33.55","1","43.87","1","1.08","2","-6.54","3","8.45","4"
"27","Gogebic-Ontonagon ISD","27010","Bessemer Area School District","27","Gogebic","LEA District","Elem thru High School","Rural: Distant","2021","4709304.81","4497030.39","546670.75","0.00","368.82","55.87","82.92","2.02","3","63.48","1","4.51","3","2.78","1",,,"11.61","4","12.35","4","1.05","2","-9.29","4","12.49","4"
"21","Delta-Schoolcraft ISD","21065","Big Bay De Noc School District","21","Delta","LEA District","Elem thru High School","Rural: Remote","2021","2713467.97","2419784.11","877381.25","0.00","165.74","57.49","47.00","5.18","1","50.31","2","13.23","1",,,"135.62","1.00","32.33","1","38.04","1","1.12","1","6.85","1","11.76","4"
"62","Newaygo County RESA","62470","Big Jackson School District","62","Newaygo","LEA District","Elementary","Rural: Distant","2021","352102.57","315056.78","469651.57","0.00","11.00","46.16","6.00","19","1","8.56","4","10.52","1",,,"544.99","1.00","133.38","1","169.51","1","1.12","1","-42.11","4","10.49","4"
"54","Mecosta-Osceola ISD","54010","Big Rapids Public Schools","54","Mecosta","LEA District","Elem thru High School","Town: Distant","2021","22809356.10","22793458.62","3944926.77","0.00","2067.93","417.39","544.09","2.52","2","0.4","4","1.63","4","11.09","3","47.01","3.00","17.3","3","17.79","3","1","4","-3.81","3","-8.2","1"
"73","Saginaw ISD","73170","Birch Run Area Schools","73","Saginaw","LEA District","Elem thru High School","Rural: Fringe","2021","20440357.24","19798886.04","4336944.70","0.00","1840.58","163.45","666.00","1.69","3","17.36","3","3.14","3","7.48","2","107.68","2.00","21.22","2","22.94","2","1.03","3","-1.47","2","0.21","2"
"63","Oakland Schools","63010","Birmingham Public Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2021","132776898.85","132266526.88","20404199.56","0.00","7473.59","404.33","196.38","2.13","3","2.57","4","0.83","4","14.99","3","67.98","3.00","15.37","3","15.65","3","1","4","-5.94","3","8.37","4"
"70","Ottawa Area ISD","70904","Black River Public School","70","Ottawa","PSA District","Elem thru High School","City: Small","2021","10026821.58","9611330.80","1898649.44","0.00","913.33",,"914.29","3.35","1","28.01","3","4.37","3","6.86","2","41.69","4.00","18.94","3","21.45","3","1.04","3","-1.62","2",,
"46","Lenawee ISD","46040","Blissfield Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Fringe","2021","13057625.58","12597883.91","4550307.03","0.00","1136.94","145.89","202.00","3.96","1","11.24","4","3.52","3",,,"118.67","1.00","34.85","1","36.85","1","1.04","3","-5.51","3","8.2","4"
"63","Oakland Schools","63080","Bloomfield Hills Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2021","97076209.54","95473308.73","22478620.92","0.00","5359.23","303.05","343.60","2.63","2","7.68","4","3.66","3","9.25","2","97.34","2.00","23.16","2","24.44","2","1.02","3","-3.61","2","0.36","2"
"80","Van Buren ISD","80090","Bloomingdale Public School District","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2021","13906874.83","12845266.00","2535885.38","0.00","1122.27","341.66","151.00","2.56","2","72.01","1","7.99","2","20.26","4","60.51","3.00","18.23","3","20.62","3","1.08","2","-4.37","3","1.2","2"
"17","Eastern Upper Peninsula ISD","49020","Bois Blanc Pines School District","49","Mackinac","LEA District","Elem_Middle School","Rural: Distant","2021","177408.69","212863.19","215085.10","0.00","5.00",,,"6.32","1","-14.15","4","-19.98","4",,,"395.80","1.00","121.24","1","105.32","1","0.83","4","66.67","1","-32.72","1"
"15","Charlevoix-Emmet ISD","15020","Boyne City Public Schools","15","Charlevoix","LEA District","Elem thru High School","Town: Remote","2021","16773529.84","15697639.33","5116111.70","0.00","1277.14","178.65","308.95","3.37","1","26.63","3","9.1","2","11.41","3","122.52","1.00","30.5","1","33.96","2","1.07","2","-5.35","3","2.6","2"
"15","Charlevoix-Emmet ISD","15030","Boyne Falls Public School District","15","Charlevoix","LEA District","Elem thru High School","Rural: Fringe","2021","3399059.84","3023751.55","1323139.00","0.00","197.26","136.36","62.81","2.41","2","39.6","2","11.04","1","15.61","3","244.41","1.00","38.93","1","43.76","1","1.12","1","-0.47","1","-4.12","1"
"63","Oakland Schools","63917","Bradford Academy","63","Oakland","PSA District","Elem thru High School","City: Small","2021","13824822.95","13141717.08","2500567.46","0.00","1124.57",,"1150.00","2.06","3","37.59","2","13.29","1","60.46","4","42.49","4.00","18.09","3","21.39","3","1.05","2","-11.78","4",,
"63","Oakland Schools","63180","Brandon School District in the Counties of Oakland and Lapeer","63","Oakland","LEA District","Elem thru High School","Rural: Fringe","2021","26112245.89","26112245.75","4124117.14","0.00","2208.51","415.66","274.00","2.13","3","0","4","1.44","4","72.39","4","50.99","3.00","15.79","3","16.95","3","1","4","-3.1","2","0.43","2"
"11","Berrien RESA","11210","Brandywine Community Schools","11","Berrien","LEA District","Elem thru High School","Suburb: Large","2021","15055350.66","14415355.11","4065320.81","0.00","1271.15","309.36","316.00","3.46","1","18.68","3","6.92","2","8.28","2","83.94","2.00","27","2","29.48","2","1.04","3","-5.38","3","-0.2","2"
"29","Gratiot-Isabella RESD","29040","Breckenridge Community Schools","29","Gratiot","LEA District","Elem thru High School","Rural: Distant","2021","7367539.61","7345342.22","1121443.86","0.00","594.30","227.86","61.00","2.83","2","2.02","4","0.3","4","14.09","3","25.01","4.00","15.22","3","15.72","3","1","4","-4.86","3","11.71","4"
"22","Dickinson-Iron ISD","22030","Breitung Township School District","22","Dickinson","LEA District","Elem thru High School","Town: Remote","2021","20234090.56","19668706.88","3323959.33","0.00","1902.90","231.40","612.00","2.37","2","20.5","3","3.66","3","4.11","1","46.68","3.00","16.43","3","17.79","3","1.03","3","0.05","1","3.32","3"
"82","Wayne RESA","82983","Bridge Academy","82","Wayne","PSA District","Elem thru High School","Suburb: Large","2021","10976110.66","9601756.39","3384953.00","0.00","1011.58",,"1014.00","2.72","2","68.36","1","12.52","1",,,"89.69","2.00","30.84","1","35.52","1","1.14","1","16.39","1",,
