ISD Code,ISD Name,District Code,District Name,County Code,County Name,Entity Type,School Level,Locale,Fiscal Year,Revenue,Expenditures,Fund Balance,Years in Deficit,Pupil FTE Count,Resident Pupils Leaving,Non-Resident Pupils Coming,Current Ratio,Current Ratio Quartile,Fund Balance Change,Fund Balance Change Quartile,Operating Margin,Operating Margin Quartile,Debt Service Coverage Ratio,Debt Service Coverage Ratio Quartile,Days Cash on Hand,Days Cash on Hand Quartile,Fund Balance as % of Revenue,Fund Balance as % of Revenue Quartile,Fund Balance as % of Expenditure,Fund Balance as % of Expenditure Quartile,Revenue/Expenditure Ratio,Revenue/Expenditure Ratio Quartile,Enrollment Trend,Enrollment Trend Quartile,Compensation Trend,Compensation Trend Quartile
"09","Bay-Arenac ISD","06020","Au Gres-Sims School District","06","Arenac","LEA District","Elem thru High School","Rural: Remote","2019","4248552.51","4249469.05","1282938.24","0.00","404.54","57.00","84.00","1.66","3","-0.07","3","-0.02","4","12.82","3","119.29","1.00","30.2","1","30.62","1","1","3","-9.65","4","-12.02","1"
"50","Macomb ISD","50911","Academy of Warren","50","Macomb","PSA District","Elem_Middle School","City: Midsize","2019","6457295.00","6221327.00","1543109.00","0.00","669.30",,"678.00","3.26","1","18.05","2","13.65","1","9.73","2","38.86","3.00","23.9","1","27.99","1","1.04","1","16.59","1",,
"82","Wayne RESA","82998","ACE Academy (SDA)","82","Wayne","PSA District","Elem thru High School","Suburb: Large","2019","2568553.53","2484674.34","1432178.58","0.00","192.68",,"186.00","6.4","1","6.22","3","3.27","2",,,"95.72","1.00","55.76","1","58.8","1","1.03","2","4.22","1",,
"82","Wayne RESA","82717","Achieve Charter Academy","82","Wayne","PSA District","Elem_Middle School","Rural: Fringe","2019","6466328.00","6469746.00","14084.00","0.00","763.69",,"763.00","1.01","4","-19.53","4","-0.05","4",,,"0.78","4.00","0.22","4","0.22","4","1","3","-1.61","3",,
"31","Copper Country ISD","31020","Adams Township School District","31","Houghton","LEA District","Elem thru High School","Rural: Distant","2019","4521351.40","4641385.69","324772.48","0.00","477.59","158.25","134.57","1.33","4","-26.99","4","-2.56","4","11.94","3","35.25","3.00","7.18","4","7.17","4","0.97","4","5.02","1","7.09","4"
"46","Lenawee ISD","46020","Addison Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Distant","2019","8499431.88","8547198.53","735299.24","0.00","832.42","371.96","177.62","1.59","3","-6.1","4","-0.56","4","16.15","4","40.35","3.00","8.65","4","8.75","4","0.99","4","-1.74","3","-3.62","1"
"46","Lenawee ISD","46010","Adrian Public Schools","46","Lenawee","LEA District","Elem thru High School","Town: Distant","2019","34376464.93","33894813.42","4762124.49","0.00","2831.70","1829.35","323.45","2.53","2","11.25","2","2.28","2","12.09","3","23.14","4.00","13.85","3","14.34","3","1.01","3","-2.59","3","2.15","3"
"82","Wayne RESA","63914","Advanced Technology Academy","82","Wayne","PSA District","Elem thru High School","City: Small","2019","13315029.00","12955070.00","1727205.00","0.00","1286.07",,"1295.57","2.13","2","26.33","1","10.37","1","8.99","2","26.54","4.00","12.97","3","15.27","3","1.03","2","8.23","1",,
"63","Oakland Schools","63901","AGBU Alex-Marie Manoogian School","63","Oakland","PSA District","Elem thru High School","City: Small","2019","3898978.00","3842511.00","834296.00","0.00","399.00",,"399.00","3.45","1","7.26","3","1.45","3",,,"106.21","1.00","21.4","2","21.71","2","1.01","3","-3.1","3","7.24","4"
"58","Monroe ISD","58020","Airport Community Schools","58","Monroe","LEA District","Elem thru High School","Rural: Fringe","2019","28451117.54","27261007.34","7295724.10","0.00","2710.14","542.02","225.93","3.32","1","19.49","2","5.94","1","5.49","1","72.26","2.00","25.64","1","28.38","1","1.04","1","2.16","1","0.44","3"
"79","Tuscola ISD","79010","Akron-Fairgrove Schools","79","Tuscola","LEA District","Elem thru High School","Rural: Distant","2019","3486317.52","3541226.61","115369.20","0.00","316.16","168.14","51.00","1.09","4","-32.25","4","-0.61","4","12.87","3","70.33","2.00","3.31","4","3.33","4","0.98","4","8.49","1","10.22","4"
"15","Charlevoix-Emmet ISD","24030","Alanson Public Schools","24","Emmet","LEA District","Elem thru High School","Rural: Distant","2019","2765903.80","2663189.58","328607.22","0.00","219.30","348.46","28.44","1.94","3","45.47","1","3.87","2","8.32","2","48.20","3.00","11.88","3","12.77","3","1.04","1","-7.93","4","-9.96","1"
"28","Northwest Education Services","05010","Alba Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2019","1365336.14","1324776.30","155089.68","0.00","121.36","87.32","31.60","1.91","3","35.41","1","2.97","2","15.08","3","46.09","3.00","11.36","3","11.85","3","1.03","2","-3.61","3","-10.34","1"
"04","Alpena-Montmorency-Alcona ESD","01010","Alcona Community Schools","01","Alcona","LEA District","Elem thru High School","Rural: Distant","2019","8329779.58","8391099.82","912334.73","0.00","676.55","109.18","159.00","1.9","3","-6.3","4","-0.74","4","0.66","1","53.13","2.00","10.95","3","11.42","3","0.99","4","-5.28","4","-3.34","2"
"74","St. Clair County RESA","74030","Algonac Community School District","74","St. Clair","LEA District","Elem thru High School","Rural: Fringe","2019","15385288.47","14901006.46","2675999.84","0.00","1456.64","329.25","49.84","2.52","2","22.01","1","3.15","2","12.98","3","51.88","2.00","17.39","2","18.68","2","1.03","2","-4.92","4","-0.73","2"
"03","Allegan Area Educational Service Agency","03030","Allegan Public Schools","03","Allegan","LEA District","Elem thru High School","Town: Distant","2019","25408171.97","25664777.83","2466203.04","0.00","2418.55","528.36","134.38","1.62","3","-9.42","4","-1.01","4","23.05","4","30.54","3.00","9.71","3","9.81","3","0.99","4","-3.39","3","1.38","3"
"82","Wayne RESA","82020","Allen Park Public Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2019","40705441.58","37960984.20","4070627.03","0.00","3819.46","488.09","1103.80","1.64","3","206.95","1","6.74","1","26.74","4","25.40","4.00","10","3","10.86","3","1.07","1","-0.3","2","-8.85","1"
"70","Ottawa Area ISD","70040","Allendale Public Schools","70","Ottawa","LEA District","Elem thru High School","Suburb: Large","2019","29099721.78","28633761.49","2064728.71","0.00","2750.15","245.80","284.03","1.5","3","29.14","1","2.67","2","38.64","4","25.26","4.00","7.1","4","7.44","4","1.02","2","1.9","1","-1.82","2"
"29","Gratiot-Isabella RESD","29010","Alma Public Schools","29","Gratiot","LEA District","Elem thru High School","Town: Distant","2019","22070720.91","21626543.92","3659112.90","0.00","2089.01","526.14","271.85","2.1","2","13.82","2","2.01","3","11.44","3","51.38","2.00","16.58","2","17.15","2","1.02","2","-0.72","2","-2.47","2"
"44","Lapeer ISD","44020","Almont Community Schools","44","Lapeer","LEA District","Elem thru High School","Rural: Fringe","2019","14060817.34","13560486.29","1397503.33","0.00","1458.92","224.04","337.27","1.83","3","55.77","1","3.56","2","19.28","4","17.70","4.00","9.94","3","10.59","3","1.04","1","-2.39","3","-3.62","1"
"04","Alpena-Montmorency-Alcona ESD","04010","Alpena Public Schools","04","Alpena","LEA District","Elem thru High School","Town: Remote","2019","40987400.96","38964332.12","6054194.40","0.00","3795.91","102.85","116.70","1.63","3","50.19","1","6.22","1","3.99","1","79.02","2.00","14.77","3","16.46","3","1.05","1","-0.42","2","0.79","3"
"82","Wayne RESA","82981","American Montessori Academy","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","2019","5174848.00","5131564.00","1063836.00","0.00","483.50",,"486.00","5.28","1","4.24","3","13.96","1","11.36","3","24.30","4.00","20.56","2","25.26","2","1.01","3","-2.97","3",,
"52","Marquette-Alger RESA","02010","AuTrain-Onota Public Schools","02","Alger","LEA District","Elem_Middle School","Rural: Distant","2019","1027812.47","998611.33","612633.11","0.00","37.87","61.45","7.00","7.11","1","5.01","3","11.94","1",,,"235.95","1.00","59.61","1","68.61","1","1.03","2","-6.52","4","1.87","3"
"63","Oakland Schools","63070","Avondale School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2019","44735840.12","42907349.89","5971531.12","0.00","4334.02","458.81","1732.68","1.9","3","44.13","1","4.1","2","23.44","4","46.12","3.00","13.35","3","13.96","3","1.04","1","6.97","1","2.24","3"
"32","Huron ISD","32010","Bad Axe Public Schools","32","Huron","LEA District","Elem thru High School","Town: Remote","2019","9912551.03","10025285.77","2456554.81","0.00","955.20","263.96","209.69","2.19","2","-4.39","4","-1.14","4","12.15","3","102.23","1.00","24.78","1","24.59","2","0.99","4","3.25","1","1.59","3"
"53","West Shore Educational Service District","43040","Baldwin Community Schools","43","Lake","LEA District","Elem thru High School","Rural: Remote","2019","8317535.50","7870487.25","2595844.67","0.00","505.88","328.06","12.00","1.89","3","20.8","2","5.37","1","6.97","2","233.32","1.00","31.21","1","33.95","1","1.06","1","-5.96","4","-9.34","1"
"80","Van Buren ISD","80020","Bangor Public Schools (Van Buren)","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2019","12397677.49","12212651.69","1387728.91","0.00","1113.29","353.76","120.40","1.94","3","15.38","2","1.54","3","7.6","2","22.04","4.00","11.19","3","11.73","3","1.02","2","-2.38","3","-0.48","2"
"80","Van Buren ISD","80240","Bangor Township S/D #8","80","Van Buren","LEA District","Elem_Middle School","Rural: Distant","2019","191086.66","222977.02","163589.17","0.00","20.86",,"19.86","3.57","1","-16.31","4","-16.69","4",,,"316.84","1.00","85.61","1","73.37","1","0.86","4","-19.33","4","-6.39","1"
"09","Bay-Arenac ISD","09030","Bangor Township Schools","09","Bay","LEA District","Elem thru High School","Suburb: Small","2019","25096714.57","24768104.69","4002149.78","0.00","2541.37","287.04","1080.68","1.87","3","8.95","2","3.04","2","4.15","1","55.55","2.00","15.95","2","17.16","2","1.01","3","-1.65","3","4.23","4"
"31","Copper Country ISD","07020","Baraga Area Schools","07","Baraga","LEA District","Elem thru High School","Rural: Remote","2019","5212073.81","4779292.34","2451355.20","0.00","340.26","109.41","44.00","4.06","1","21.44","2","8.34","1",,,"194.31","1.00","47.03","1","52.4","1","1.09","1","-10.5","4","-8.08","1"
"21","Delta-Schoolcraft ISD","21090","Bark River-Harris School District","55","Menominee","LEA District","Elem thru High School","Rural: Remote","2019","7343605.06","7301372.68","2061155.36","0.00","736.33","190.49","270.00","3.88","1","2.09","3","0.99","3","3.54","1","69.21","2.00","28.07","1","29.74","1","1.01","3","1.88","1","2.25","3"
"19","Clinton County RESA","19100","Bath Community Schools","19","Clinton","LEA District","Elem thru High School","Suburb: Large","2019","11386051.05","11344731.88","1534488.27","0.00","1149.53","225.07","270.00","2.1","2","2.77","3","0.36","3","17.06","4","35.46","3.00","13.48","3","13.71","3","1","3","-0.41","2","3.48","4"
"13","Calhoun Intermediate School District","13904","Battle Creek Area Learning Center","13","Calhoun","PSA District","High School","City: Small","2019","1593337.00","1668557.40","282139.72","0.00","162.78",,"160.37","2.14","2","-21.05","4","-4.72","4","0.11","1","43.24","3.00","17.71","2","17.46","2","0.95","4","-1.96","3",,
"13","Calhoun Intermediate School District","13020","Battle Creek Public Schools","13","Calhoun","LEA District","Elem thru High School","City: Small","2019","49072119.63","46406966.86","9032853.02","0.00","4056.95","3535.52","306.47","1.51","3","41.85","1","5.43","1","7.41","2","137.69","1.00","18.41","2","19.77","2","1.06","1","-0.7","2","-10.21","1"
"09","Bay-Arenac ISD","09010","Bay City School District","09","Bay","LEA District","Elem thru High School","City: Small","2019","76804132.28","73109500.32","11513178.05","0.00","7440.36","2738.25","478.01","1.65","3","47.25","1","4.82","1","6.71","2","79.22","2.00","14.99","3","16.23","3","1.05","1","-3.73","3","-0.82","2"
"09","Bay-Arenac ISD","09902","State Street Academy","09","Bay","PSA District","Elem_Middle School","City: Small","2019","1226449.73","1204392.42","314146.00","0.00","116.53",,"120.00","3.98","1","7.55","3","17.65","1","16.01","4","41.74","3.00","25.61","1","31.14","1","1.02","2","16.66","1",,
"09","Bay-Arenac ISD","09901","Bay-Arenac Community High School","09","Bay","PSA District","High School","Suburb: Small","2019","1700619.22","1478587.72","771376.55","0.00","166.54",,"171.00","4.3","1","40.42","1","13.12","1",,,"167.53","1.00","45.36","1","53.66","1","1.15","1","15.2","1","-12.53","1"
"29","Gratiot-Isabella RESD","37040","Beal City Public Schools","37","Isabella","LEA District","Elem thru High School","Rural: Distant","2019","6930537.93","6687416.76","2097993.12","0.00","687.72","69.02","332.90","3.85","1","13.11","2","5.67","1","8.67","2","87.31","1.00","30.27","1","32.7","1","1.04","1","-3.03","3","0.03","3"
"51","Manistee ISD","51020","Bear Lake Schools","51","Manistee","LEA District","Elem thru High School","Rural: Remote","2019","3095919.29","3005149.29","531867.44","0.00","283.56","111.35","104.00","2.99","1","20.58","2","2.98","2","12.46","3","45.17","3.00","17.18","2","18.59","2","1.03","2","3.65","1","-3.12","2"
"15","Charlevoix-Emmet ISD","15010","Beaver Island Community School","15","Charlevoix","LEA District","Elem thru High School","Rural: Remote","2019","2007894.94","2088925.48","467733.67","0.00","49.00",,,"1.92","3","-14.77","4","1.79","3","10.84","3","152.06","1.00","23.29","1","24.18","2","0.96","4","6.52","1","-3.11","2"
"18","Clare-Gladwin Regional Education Service District","26010","Beaverton Schools","26","Gladwin","LEA District","Elem thru High School","Rural: Distant","2019","10795661.23","10906210.70","631563.15","0.00","987.51","279.51","100.00","1.24","4","-14.9","4","-1.02","4","6.09","1","46.41","3.00","5.85","4","5.9","4","0.99","4","-4.13","4","4.57","4"
"58","Monroe ISD","58030","Bedford Public Schools","58","Monroe","LEA District","Elem thru High School","Suburb: Large","2019","43456985.25","42171836.67","3310811.79","0.00","4325.17","538.95","128.48","1.25","4","63.44","1","3.42","2","1.73","1","82.31","1.00","7.62","4","8.13","4","1.03","2","-0.42","2","-2.06","2"
"25","Genesee ISD","25240","Beecher Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2019","10911491.50","10345387.69","-106085.07","7.00","742.17","686.90","100.50","0.97","4","84.22","1","5.19","1","4.72","1","58.43","2.00","-0.97","4","-1.05","4","1.05","1","-6.03","4","-15.27","1"
"34","Ionia ISD","34080","Belding Area School District","34","Ionia","LEA District","Elem thru High School","Town: Distant","2019","18836550.37","18048988.11","2955099.23","0.00","1814.09","424.19","162.06","1.78","3","36.33","1","4.18","2","27.85","4","30.16","3.00","15.69","2","16.82","2","1.04","1","-0.37","2","-0.38","2"
"28","Northwest Education Services","05040","Bellaire Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2019","4462940.38","4217962.99","1578219.94","0.00","354.30","87.26","22.00","3.68","1","18.37","2","5.76","1","19.34","4","171.31","1.00","35.36","1","38.31","1","1.06","1","-6.92","4","11.74","4"
"13","Calhoun Intermediate School District","23010","Bellevue Community Schools","23","Eaton","LEA District","Elem thru High School","Rural: Distant","2019","6382751.21","6236547.42","1078136.78","0.00","594.40","363.76","70.14","1.97","3","15.69","2","2.29","2","27.12","4","48.57","3.00","16.89","2","17.68","2","1.02","2","0.51","2","-13.22","1"
"25","Genesee ISD","25060","Bendle Public Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2019","12576268.60","12509379.49","5948758.12","0.00","1178.30","204.38","388.00","5.76","1","1.14","3","0.83","3","5.57","1","142.02","1.00","47.3","1","49.25","1","1.01","3","-1.51","3","8.43","4"
"25","Genesee ISD","25230","Bentley Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2019","8564635.44","8247334.48","1895728.07","0.00","829.19","314.12","294.67","3.62","1","20.1","2","3.7","2","6.41","2","52.51","2.00","22.13","2","23.35","2","1.04","1","1.16","2","2.66","3"
"11","Berrien RESA","11010","Benton Harbor Area Schools","11","Berrien","LEA District","Elem thru High School","City: Small","2019","26903968.38","26223354.48","-3744777.77","13.00","1825.22","3416.53","1.00","0.69","4","15.38","2","2.53","2","2.21","1","43.38","3.00","-13.92","4","-15.36","4","1.03","2","-14.15","4","-33.82","1"
"11","Berrien RESA","11903","Benton Harbor Charter School Academy","11","Berrien","PSA District","Elem thru High School","City: Small","2019","5295617.38","5304478.92","753353.24","0.00","514.53",,"520.00","2.02","2","-1.16","3","11.46","1","11.12","3","19.73","4.00","14.23","3","16.73","2","1","3","7.04","1",,
"28","Northwest Education Services","10015","Benzie County Central Schools","10","Benzie","LEA District","Elem thru High School","Rural: Remote","2019","15183727.27","14287242.01","2409317.79","0.00","1408.66","597.93","105.00","1.92","3","59.26","1","5.9","1","8.35","2","92.64","1.00","15.87","2","17.61","2","1.06","1","-4.62","4","6.52","4"
"63","Oakland Schools","63050","Berkley School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2019","63732065.74","63259777.21","5769695.06","0.00","6094.38","150.20","2680.18","1.64","3","8.92","2","2.37","2","9.97","2","17.15","4.00","9.05","4","9.33","4","1.01","3","4.69","1","-0.31","2"
"34","Ionia ISD","34140","Berlin Township S/D #3","34","Ionia","LEA District","Elem_Middle School","Rural: Distant","2019","168910.60","191730.78","158572.82","0.00","7.69","53.00","7.00","8.5","1","-12.58","4","-13.51","4",,,"326.23","1.00","93.88","1","85.15","1","0.88","4","-17.49","4","-27.91","1"
"11","Berrien RESA","11240","Berrien Springs Public Schools","11","Berrien","LEA District","Elem thru High School","Town: Fringe","2019","49868036.96","45697520.54","13532668.42","0.00","4391.58","191.47","2906.95","4.12","1","44.55","1","8.96","1","1.72","1","70.45","2.00","27.14","1","34.5","1","1.09","1","1.95","1","1.09","3"
"27","Gogebic-Ontonagon ISD","27010","Bessemer Area School District","27","Gogebic","LEA District","Elem thru High School","Rural: Distant","2019","4014784.23","4210653.25","444749.85","0.00","403.28","64.48","84.88","2.03","2","-30.57","4","-4.88","4","2.48","1","7.96","4.00","11.08","3","10.57","3","0.95","4","-3.85","4","-3.99","1"
"21","Delta-Schoolcraft ISD","21065","Big Bay De Noc School District","21","Delta","LEA District","Elem thru High School","Rural: Remote","2019","2211523.16","2243264.46","575196.71","0.00","163.74","70.82","39.00","4.11","1","-5.23","4","2.09","2",,,"99.09","1.00","26.01","1","27.16","1","0.99","4","-1.36","3","4.23","4"
"62","Newaygo County RESA","62470","Big Jackson School District","62","Newaygo","LEA District","Elementary","Rural: Distant","2019","339180.22","300671.86","370444.67","0.00","23.76","52.45","14.00","12.9","1","11.6","2","11.35","1","2.64","1","448.98","1.00","109.22","1","127.26","1","1.13","1","75.35","1","22.05","4"
"54","Mecosta-Osceola ISD","54010","Big Rapids Public Schools","54","Mecosta","LEA District","Elem thru High School","Town: Distant","2019","20197246.09","19608720.13","3706566.21","0.00","2080.46","488.72","541.75","2.99","1","18.87","2","4.56","2","11.97","3","46.32","3.00","18.35","2","19.52","2","1.03","2","3.94","1","-8.97","1"
"73","Saginaw ISD","73170","Birch Run Area Schools","73","Saginaw","LEA District","Elem thru High School","Rural: Fringe","2019","18074006.04","17626728.04","3741709.24","0.00","1861.62","152.76","599.00","1.81","3","13.58","2","2.47","2","6.96","2","95.56","1.00","20.7","2","21.8","2","1.03","2","-1.58","3","-3.01","2"
"63","Oakland Schools","63010","Birmingham Public Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2019","126560875.23","126121525.15","18855836.44","0.00","7985.95","357.44","177.82","1.95","3","2.39","3","0.35","3","13.34","3","74.96","2.00","14.9","3","15.18","3","1","3","-1.07","3","1.7","3"
"70","Ottawa Area ISD","70904","Black River Public School","70","Ottawa","PSA District","Elem thru High School","City: Small","2019","9122897.84","9355679.96","1699685.81","0.00","941.90",,"943.44","3.1","1","-12.05","4","-2.49","4","7.09","2","33.84","3.00","18.63","2","19.61","2","0.98","4","-0.85","2",,
"46","Lenawee ISD","46040","Blissfield Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Fringe","2019","11856209.99","11644068.70","4299185.17","0.00","1208.26","121.16","195.00","4.02","1","5.19","3","1.98","3",,,"116.40","1.00","36.26","1","38.73","1","1.02","2","0.87","2","2.07","3"
"63","Oakland Schools","63080","Bloomfield Hills Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2019","91972625.59","91994885.85","20399860.31","0.00","5491.66","316.52","363.88","2.93","1","-0.11","3","1.07","3","3.22","1","81.95","1.00","22.18","2","22.94","2","1","3","-2.14","3","1.35","3"
"80","Van Buren ISD","80090","Bloomingdale Public School District","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2019","11713296.11","11602444.32","1224808.93","0.00","1160.95","348.26","92.76","1.85","3","9.95","2","0.95","3","22.81","4","27.26","4.00","10.46","3","10.72","3","1.01","3","2.23","1","1.98","3"
"17","Eastern Upper Peninsula ISD","49020","Bois Blanc Pines School District","49","Mackinac","LEA District","Elem_Middle School","Rural: Distant","2019","132590.45","165104.78","338112.76","0.00","1.82",,,"15.7","1","-8.77","4","-24.52","4",,,"757.14","1.00","255.01","1","204.79","1","0.8","4","-53.09","4","-27.62","1"
"15","Charlevoix-Emmet ISD","15020","Boyne City Public Schools","15","Charlevoix","LEA District","Elem thru High School","Town: Remote","2019","14992575.13","13893715.83","3601760.05","0.00","1349.46","167.01","348.21","2.62","2","43.9","1","7.63","1","8.41","2","113.63","1.00","24.02","1","26.15","2","1.08","1","-1.76","3","1.51","3"
"15","Charlevoix-Emmet ISD","15030","Boyne Falls Public School District","15","Charlevoix","LEA District","Elem thru High School","Rural: Fringe","2019","2997563.46","2995340.28","835181.25","0.00","188.07","172.57","77.81","1.69","3","0.27","3","0.07","3","17.27","4","155.60","1.00","27.86","1","28.77","1","1","3","8.8","1","-1.63","2"
"63","Oakland Schools","63917","Bradford Academy","63","Oakland","PSA District","Elem thru High School","City: Small","2019","14283503.12","14976382.65","337644.20","0.00","1416.99",,"1421.00","1.1","4","-67.24","4","12.39","1","16.68","4","12.68","4.00","2.36","4","2.73","4","0.95","4","-5.76","4",,
"63","Oakland Schools","63180","Brandon School District in the Counties of Oakland and Lapeer","63","Oakland","LEA District","Elem thru High School","Rural: Fringe","2019","25766578.60","25766578.84","4124117.00","0.00","2369.44","377.69","303.00","2.2","2","0","3","2.91","2","39.25","4","42.28","3.00","16.01","2","16.97","2","1","3","-4.11","4","-6.58","1"
"11","Berrien RESA","11210","Brandywine Community Schools","11","Berrien","LEA District","Elem thru High School","Suburb: Large","2019","13759499.93","13442666.21","3018902.40","0.00","1327.74","340.53","329.00","2.97","1","11.73","2","5.03","1","9.03","2","56.71","2.00","21.94","2","23.62","2","1.02","2","-3.47","3","-2.94","2"
"29","Gratiot-Isabella RESD","29040","Breckenridge Community Schools","29","Gratiot","LEA District","Elem thru High School","Rural: Distant","2019","6880515.72","6921119.49","1162086.53","0.00","640.51","263.78","34.00","2.57","2","-3.38","4","-0.59","4","10.47","3","43.13","3.00","16.89","2","17.21","2","0.99","4","-4.68","4","11.33","4"
