ISD Code,ISD Name,District Code,District Name,County Code,County Name,Entity Type,School Level,Locale,Fiscal Year,Revenue,Expenditures,Fund Balance,Years in Deficit,Pupil FTE Count,Resident Pupils Leaving,Non-Resident Pupils Coming,Current Ratio,Current Ratio Quartile,Fund Balance Change,Fund Balance Change Quartile,Operating Margin,Operating Margin Quartile,Debt Service Coverage Ratio,Debt Service Coverage Ratio Quartile,Days Cash on Hand,Days Cash on Hand Quartile,Fund Balance as % of Revenue,Fund Balance as % of Revenue Quartile,Fund Balance as % of Expenditure,Fund Balance as % of Expenditure Quartile,Revenue/Expenditure Ratio,Revenue/Expenditure Ratio Quartile,Enrollment Trend,Enrollment Trend Quartile,Compensation Trend,Compensation Trend Quartile
"29","Gratiot-Isabella RESD","29020","Ashley Community Schools","29","Gratiot","LEA District","Elem thru High School","Rural: Distant","2018","2741911.52","2674899.86","327971.73","0.00","257.41","67.20","53.00","1.57","3","25.68","1","2.44","2","17.95","4","57.58","2.00","11.96","3","12.4","3","1.03","1","0.41","2","11.74","4"
"13","Calhoun Intermediate School District","13050","Athens Area Schools","13","Calhoun","LEA District","Elem thru High School","Rural: Distant","2018","5499130.48","5222418.87","846583.83","0.00","552.58","257.26","78.00","2","2","48.56","1","5.04","1","3.36","1","58.55","2.00","15.39","2","16.95","2","1.05","1","3.71","1","-8.52","1"
"25","Genesee ISD","25130","Atherton Community Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2018","8944242.02","9337327.14","1743662.13","0.00","892.24","398.12","336.30","2.23","2","-18.4","4","-4.36","4","6.84","2","64.63","2.00","19.49","2","19.12","2","0.96","4","-0.14","2","9.04","4"
"04","Alpena-Montmorency-Alcona ESD","60010","Atlanta Community Schools","60","Montmorency","LEA District","Elem thru High School","Rural: Remote","2018","2765162.65","2674061.51","170272.41","0.00","238.87","91.40","6.00","1.62","3","115.07","1","3.29","2","14.91","3","43.18","3.00","6.16","4","6.57","4","1.03","1","-7.43","4","26.66","4"
"09","Bay-Arenac ISD","06020","Au Gres-Sims School District","06","Arenac","LEA District","Elem thru High School","Rural: Remote","2018","4545950.16","4312759.50","1283846.70","0.00","447.75","51.00","95.00","2.45","2","22.19","2","5.13","1","9.87","2","118.51","1.00","28.24","1","31.11","1","1.05","1","7.02","1","21.65","4"
"50","Macomb ISD","50911","Academy of Warren","50","Macomb","PSA District","Elem_Middle School","City: Midsize","2018","5884994.00","5865905.00","1307135.00","0.00","574.07",,"576.00","4.01","1","1.48","3","10.91","1","9.97","2","32.89","3.00","22.21","1","25.63","1","1","3","-12.01","4",,
"82","Wayne RESA","82998","ACE Academy (SDA)","82","Wayne","PSA District","Elem thru High School","Suburb: Large","2018","3088514.63","2324134.58","1348299.39","0.00","184.88",,"178.00","5.55","1","130.91","1","24.75","1",,,"104.33","1.00","43.66","1","58.44","1","1.33","1","8.41","1",,
"82","Wayne RESA","82717","Achieve Charter Academy","82","Wayne","PSA District","Elem_Middle School","Rural: Fringe","2018","6351400.00","6361271.00","17502.00","0.00","776.22",,"776.00","1.02","4","-36.06","4","0.33","3",,,"1.29","4.00","0.28","4","0.28","4","1","3","0.87","2",,
"31","Copper Country ISD","31020","Adams Township School District","31","Houghton","LEA District","Elem thru High School","Rural: Distant","2018","4428052.44","4273303.90","444806.77","0.00","454.76","148.04","109.56","1.65","3","53.35","1","3.64","2","12.58","3","34.82","3.00","10.05","3","10.6","3","1.04","1","-2.36","3","1.84","3"
"46","Lenawee ISD","46020","Addison Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Distant","2018","8533200.47","8518123.96","783065.88","0.00","847.13","320.67","161.14","1.71","3","1.96","3","0.18","3","16.36","4","38.44","3.00","9.18","3","9.34","3","1","3","0.92","2","1.63","3"
"46","Lenawee ISD","46010","Adrian Public Schools","46","Lenawee","LEA District","Elem thru High School","Town: Distant","2018","34439957.58","33814201.43","4280472.98","0.00","2906.97","1747.05","321.77","2.19","2","17.12","2","3.13","2","12.13","3","26.25","3.00","12.43","3","13.1","3","1.02","2","-1.68","3","-0.13","2"
"82","Wayne RESA","63914","Advanced Technology Academy","82","Wayne","PSA District","Elem thru High School","City: Small","2018","12470167.00","12578951.00","1367243.00","0.00","1188.25",,"1200.57","1.83","3","-7.37","4","7.34","1","9.32","2","24.44","4.00","10.96","3","12.58","3","0.99","4","-5.36","4",,
"63","Oakland Schools","63901","AGBU Alex-Marie Manoogian School","63","Oakland","PSA District","Elem thru High School","City: Small","2018","3775509.00","3685946.00","777828.00","0.00","411.78",,"414.00","3.49","1","13.01","2","2.37","2",,,"42.37","3.00","20.6","2","21.1","2","1.02","2","-0.18","2","5.66","4"
"58","Monroe ISD","58020","Airport Community Schools","58","Monroe","LEA District","Elem thru High School","Rural: Fringe","2018","27624081.01","26050893.15","6105613.90","0.00","2652.95","552.16","241.70","2.89","1","34.71","1","5.69","1","24.69","4","63.62","2.00","22.1","1","24.51","1","1.06","1","2.69","1","3.05","3"
"79","Tuscola ISD","79010","Akron-Fairgrove Schools","79","Tuscola","LEA District","Elem thru High School","Rural: Distant","2018","3816754.32","3804272.63","170278.29","0.00","291.43","174.05","34.00","1.17","4","7.91","3","1.21","3","12.4","3","63.80","2.00","4.46","4","4.59","4","1","3","7.47","1","1.89","3"
"15","Charlevoix-Emmet ISD","24030","Alanson Public Schools","24","Emmet","LEA District","Elem thru High School","Rural: Distant","2018","2801589.87","2649477.40","225893.00","0.00","238.19","303.49","26.35","1.78","3","206.17","1","5.73","1","8.14","2","41.17","3.00","8.06","4","8.91","4","1.06","1","4.2","1","-6.35","1"
"28","Northwest Education Services","05010","Alba Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2018","1272498.92","1313817.31","114529.84","0.00","125.91","82.92","38.00","1.64","3","-26.51","4","-3.05","4","16.09","4","46.08","3.00","9","3","8.81","4","0.97","4","0.58","2","1.16","3"
"04","Alpena-Montmorency-Alcona ESD","01010","Alcona Community Schools","01","Alcona","LEA District","Elem thru High School","Rural: Distant","2018","8199850.31","8161304.46","973654.97","0.00","714.26","90.18","182.01","2.32","2","4.12","3","0.47","3","0.45","1","51.56","2.00","11.87","3","12.33","3","1","3","1.36","2","2.08","3"
"74","St. Clair County RESA","74030","Algonac Community School District","74","St. Clair","LEA District","Elem thru High School","Rural: Fringe","2018","15707382.94","14653096.31","2193271.70","0.00","1532.00","302.77","57.00","1.85","3","92.56","1","6.71","1","36.77","4","60.19","2.00","13.96","3","15.61","2","1.07","1","-5.88","4","-5.21","1"
"03","Allegan Area Educational Service Agency","03030","Allegan Public Schools","03","Allegan","LEA District","Elem thru High School","Town: Distant","2018","25744286.76","25757268.62","2722808.90","0.00","2503.39","528.94","158.00","1.69","3","-0.47","3","-0.05","4","15.77","4","36.08","3.00","10.58","3","10.92","3","1","3","-1.62","3","4.03","3"
"82","Wayne RESA","82020","Allen Park Public Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2018","38475068.24","38424466.73","1326169.65","0.00","3830.86","444.42","1014.00","1.22","4","3.97","3","0.13","3","12.62","3","0.80","4.00","3.45","4","3.5","4","1","3","0.94","2","2.04","3"
"70","Ottawa Area ISD","70040","Allendale Public Schools","70","Ottawa","LEA District","Elem thru High School","Suburb: Large","2018","27078731.47","26715852.05","1598768.42","0.00","2698.99","229.91","251.43","1.28","4","29.36","1","2.47","2","38.61","4","42.04","3.00","5.9","4","6.17","4","1.01","2","1.37","2","2.01","3"
"29","Gratiot-Isabella RESD","29010","Alma Public Schools","29","Gratiot","LEA District","Elem thru High School","Town: Distant","2018","22288287.01","21828678.80","3214935.92","0.00","2104.23","508.26","259.66","1.88","3","16.68","2","2.07","2","11.83","3","50.61","2.00","14.42","2","15.19","3","1.02","2","-0.24","2","6.25","4"
"44","Lapeer ISD","44020","Almont Community Schools","44","Lapeer","LEA District","Elem thru High School","Rural: Fringe","2018","13823565.34","13748930.78","897173.72","0.00","1494.62","195.37","347.50","1.28","4","9.07","2","0.54","3","20.14","4","46.86","3.00","6.49","4","6.67","4","1.01","2","1.22","2","-0.13","2"
"04","Alpena-Montmorency-Alcona ESD","04010","Alpena Public Schools","04","Alpena","LEA District","Elem thru High School","Town: Remote","2018","39201479.93","37544066.59","4031125.56","0.00","3812.07","108.72","87.55","1.53","3","69.82","1","6.5","1","4.64","1","53.93","2.00","10.28","3","11.36","3","1.04","1","-1.36","3","2.96","3"
"82","Wayne RESA","82981","American Montessori Academy","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","2018","4930902.00","5025142.00","1020552.00","0.00","498.31",,"498.00","5.55","1","-8.45","4","8.21","1","10.03","2","23.32","4.00","20.7","2","24.28","2","0.98","4","1.75","2",,
"52","Marquette-Alger RESA","02010","AuTrain-Onota Public Schools","02","Alger","LEA District","Elem_Middle School","Rural: Distant","2018","1001098.34","1013364.31","583431.97","0.00","40.51","57.08","10.00","7.46","1","-2.06","3","3.78","2",,,"212.35","1.00","58.28","1","62.68","1","0.99","4","19.15","1","4.35","4"
"63","Oakland Schools","63070","Avondale School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2018","42132639.08","39850073.78","4143040.89","0.00","4051.68","456.62","1227.49","1.56","3","122.69","1","5.42","1","31.5","4","48.22","2.00","9.83","3","10.42","3","1.06","1","11.3","1","-0.71","2"
"32","Huron ISD","32010","Bad Axe Public Schools","32","Huron","LEA District","Elem thru High School","Town: Remote","2018","9403875.58","9799622.13","2569289.55","0.00","925.14","256.55","202.79","2.23","2","-13.35","4","-4.21","4","12.6","3","113.27","1.00","27.32","1","26.32","1","0.96","4","-4.19","4","4.36","4"
"53","West Shore Educational Service District","43040","Baldwin Community Schools","43","Lake","LEA District","Elem thru High School","Rural: Remote","2018","19274733.45","19253145.38","2148796.42","0.00","537.94","281.61","13.00","1.7","3","1.01","3","0.11","3","3.6","1","68.40","2.00","11.15","3","27.42","1","1","3","5.13","1","-1.2","2"
"80","Van Buren ISD","80020","Bangor Public Schools (Van Buren)","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2018","12136439.74","11978447.98","1202703.11","0.00","1140.40","301.21","132.57","1.36","4","15.12","2","1.3","3","4.39","1","80.52","1.00","9.91","3","10.18","3","1.01","2","-5.67","4","-15.67","1"
"80","Van Buren ISD","80240","Bangor Township S/D #8","80","Van Buren","LEA District","Elem_Middle School","Rural: Distant","2018","221720.73","221504.55","195479.53","0.00","25.86",,"9.86","4.77","1","0.11","3","0.1","4",,,"342.01","1.00","88.16","1","88.25","1","1","3","8.52","1","8.48","4"
"09","Bay-Arenac ISD","09030","Bangor Township Schools","09","Bay","LEA District","Elem thru High School","Suburb: Small","2018","24597528.50","24053399.24","3673539.90","0.00","2583.89","277.03","1063.80","1.99","2","17.39","2","4.18","2","4.15","1","53.12","2.00","14.93","2","16.16","2","1.02","2","0.79","2","-1.24","2"
"31","Copper Country ISD","07020","Baraga Area Schools","07","Baraga","LEA District","Elem thru High School","Rural: Remote","2018","5202296.24","4898530.28","2018573.73","0.00","380.16","116.97","47.20","3.41","1","17.71","2","5.88","1","0.88","1","164.33","1.00","38.8","1","42.07","1","1.06","1","-6.1","4","0.96","2"
"21","Delta-Schoolcraft ISD","21090","Bark River-Harris School District","55","Menominee","LEA District","Elem thru High School","Rural: Remote","2018","7103604.40","7098441.94","2018922.98","0.00","722.72","196.15","267.00","3.82","1","0.26","3","0.47","3","3.63","1","74.87","2.00","28.42","1","30.23","1","1","3","-0.37","2","1.19","3"
"19","Clinton County RESA","19100","Bath Community Schools","19","Clinton","LEA District","Elem thru High School","Suburb: Large","2018","11246811.91","10980867.48","1493169.10","0.00","1154.24","223.26","291.00","1.7","3","21.67","2","2.36","2","15.07","3","61.36","2.00","13.28","3","13.84","3","1.02","2","2.94","1","-4.21","1"
"13","Calhoun Intermediate School District","13904","Battle Creek Area Learning Center","13","Calhoun","PSA District","High School","City: Small","2018","1505117.39","1438090.31","357360.12","0.00","166.03",,"162.10","3.77","1","23.09","2","4.45","1","0.09","1","50.99","2.00","23.74","1","24.91","1","1.05","1","5.33","1",,
"13","Calhoun Intermediate School District","13020","Battle Creek Public Schools","13","Calhoun","LEA District","Elem thru High School","City: Small","2018","49144864.76","48131632.00","6367700.00","0.00","4085.39","3703.66","287.26","1.48","3","18.92","2","2.06","2","7.4","2","80.25","1.00","12.96","3","13.48","3","1.02","2","-3.77","4","-5.81","1"
"09","Bay-Arenac ISD","09010","Bay City School District","09","Bay","LEA District","Elem thru High School","City: Small","2018","75318935.28","73486765.98","7818546.09","0.00","7728.82","2706.37","480.20","1.37","4","30.61","1","4.08","2","6.87","2","65.57","2.00","10.38","3","11.03","3","1.02","2","-1.97","3","5.74","4"
"09","Bay-Arenac ISD","09902","State Street Academy","09","Bay","PSA District","Elem_Middle School","City: Small","2018","1160913.18","1228799.16","292089.00","0.00","99.89",,"100.81","5.34","1","-18.86","4","17.36","1","21.24","4","29.05","3.00","25.16","1","30.48","1","0.94","4","-19.96","4",,
"09","Bay-Arenac ISD","09901","Bay-Arenac Community High School","09","Bay","PSA District","High School","Suburb: Small","2018","1555411.39","1564540.45","549345.00","0.00","144.57",,"143.83","5.33","1","-1.63","3","-0.54","4",,,"90.04","1.00","35.32","1","35.59","1","0.99","4","-9.17","4","19.58","4"
"29","Gratiot-Isabella RESD","37040","Beal City Public Schools","37","Isabella","LEA District","Elem thru High School","Rural: Distant","2018","6791707.75","6599111.14","1854871.95","0.00","709.19","65.19","326.84","3.62","1","11.59","2","5.48","1","9.24","2","77.22","1.00","27.31","1","29.42","1","1.03","1","0.92","2","-2.66","1"
"51","Manistee ISD","51020","Bear Lake Schools","51","Manistee","LEA District","Elem thru High School","Rural: Remote","2018","2872587.74","2947718.41","441097.44","0.00","273.58","113.62","99.50","2.64","2","-14.55","4","-2.57","4","13.24","3","43.09","3.00","15.36","2","15.98","2","0.97","4","1.63","2","9.83","4"
"15","Charlevoix-Emmet ISD","15010","Beaver Island Community School","15","Charlevoix","LEA District","Elem thru High School","Rural: Remote","2018","1938153.53","1979001.93","548764.22","0.00","46.00","1.00",,"2.33","2","-6.93","4","-0.58","4","11.13","3","161.44","1.00","28.31","1","28.22","1","0.98","4","-7.37","4","6.26","4"
"18","Clare-Gladwin Regional Education Service District","26010","Beaverton Schools","26","Gladwin","LEA District","Elem thru High School","Rural: Distant","2018","10356082.62","10854870.10","742114.02","0.00","1030.06","266.70","95.00","1.29","4","-40.2","4","-4.8","4","6.34","2","54.72","2.00","7.17","4","6.99","4","0.95","4","-5.33","4","-2.09","2"
"58","Monroe ISD","58030","Bedford Public Schools","58","Monroe","LEA District","Elem thru High School","Suburb: Large","2018","43065089.30","42084352.89","2025663.21","0.00","4343.47","494.51","130.59","1.15","4","93.86","1","2.28","2","1.57","1","73.35","2.00","4.7","4","4.94","4","1.02","2","-0.4","2","-1.37","2"
"25","Genesee ISD","25240","Beecher Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2018","11213430.27","10759082.61","-672188.88","6.00","789.81","667.65","100.50","0.83","4","40.33","1","4.05","2","19.41","4","34.02","3.00","-5.99","4","-6.42","4","1.04","1","-9.39","4","-4.12","1"
"34","Ionia ISD","34080","Belding Area School District","34","Ionia","LEA District","Elem thru High School","Town: Distant","2018","18593142.44","18277353.06","2167536.97","0.00","1820.74","403.12","117.69","1.62","3","17.05","2","1.7","3","46.41","4","49.02","2.00","11.66","3","12.14","3","1.02","2","-2.36","3","-3.76","1"
"28","Northwest Education Services","05040","Bellaire Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2018","4288381.40","4011470.74","1333242.55","0.00","380.63","80.67","34.00","3.04","1","26.21","1","6.84","1","19.96","4","157.57","1.00","31.09","1","34.25","1","1.07","1","-3.94","4","-13.93","1"
"13","Calhoun Intermediate School District","23010","Bellevue Community Schools","23","Eaton","LEA District","Elem thru High School","Rural: Distant","2018","6052786.16","5724185.78","931932.99","0.00","591.41","346.89","78.69","1.68","3","54.46","1","5.43","1","20.8","4","74.00","2.00","15.4","2","16.39","2","1.06","1","-2.49","3","1.29","3"
"25","Genesee ISD","25060","Bendle Public Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2018","12107456.90","11649648.87","5881869.01","0.00","1196.38","199.72","362.00","5.46","1","8.44","2","4.07","2","5","1","155.31","1.00","48.58","1","51.73","1","1.04","1","1","2","-2.75","1"
"25","Genesee ISD","25230","Bentley Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2018","8244752.64","8549247.64","1578427.11","0.00","819.70","303.30","272.00","2.9","1","-16.17","4","-3.69","4","6.58","2","41.01","3.00","19.14","2","18.81","2","0.96","4","0.87","2","3.26","3"
"11","Berrien RESA","11010","Benton Harbor Area Schools","11","Berrien","LEA District","Elem thru High School","City: Small","2018","27846973.03","26858714.54","-4425381.67","12.00","2126.01","3399.26","2.00","0.7","4","18.25","2","3.55","2","2.04","1","60.04","2.00","-15.89","4","-17.31","4","1.04","1","-6","4","-8.36","1"
"11","Berrien RESA","11903","Benton Harbor Charter School Academy","11","Berrien","PSA District","Elem thru High School","City: Small","2018","4691007.19","4730181.38","762214.78","0.00","480.69",,"482.00","1.98","2","-4.89","4","12.58","1","12.44","3","21.37","4.00","16.25","2","19.23","2","0.99","4","11.74","1",,
"28","Northwest Education Services","10015","Benzie County Central Schools","10","Benzie","LEA District","Elem thru High School","Rural: Remote","2018","14460486.34","13700507.44","1512832.53","0.00","1476.96","593.69","90.00","1.58","3","100.95","1","5.26","1","8.73","2","73.94","2.00","10.46","3","11.26","3","1.06","1","-2.39","3","-4.28","1"
"63","Oakland Schools","63050","Berkley School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2018","59854891.44","58998866.48","5297406.53","0.00","5821.58","166.17","2395.52","1.66","3","19.27","2","1.56","3","10.15","2","18.62","4.00","8.85","3","9.01","4","1.01","2","2.36","1","3.83","3"
"34","Ionia ISD","34140","Berlin Township S/D #3","34","Ionia","LEA District","Elem_Middle School","Rural: Distant","2018","197493.00","227647.00","181393.00","0.00","9.32","42.00","8.00","5.82","1","-14.25","4","-15.27","4",,,"321.41","1.00","91.85","1","87.04","1","0.87","4","3.56","1","-8.47","1"
"11","Berrien RESA","11240","Berrien Springs Public Schools","11","Berrien","LEA District","Elem thru High School","Town: Fringe","2018","43597363.65","44951400.59","9362152.00","0.00","4307.38","225.27","2808.69","3.32","1","-12.64","4","-2.42","4","1.99","1","48.90","2.00","21.47","2","26.23","1","0.97","4","4.93","1","-0.01","2"
"27","Gogebic-Ontonagon ISD","27010","Bessemer Area School District","27","Gogebic","LEA District","Elem thru High School","Rural: Distant","2018","4039496.13","3984566.45","640618.87","0.00","419.41","61.56","94.00","2.58","2","9.38","2","1.36","3","3.47","1","39.74","3.00","15.86","2","16.49","2","1.01","2","1.27","2","2.06","3"
"21","Delta-Schoolcraft ISD","21065","Big Bay De Noc School District","21","Delta","LEA District","Elem thru High School","Rural: Remote","2018","2260296.95","2239764.21","606938.01","0.00","166.00","71.73","26.00","4.79","1","3.5","3","4.16","2",,,"83.55","1.00","26.85","1","28.25","1","1.01","2","-15.57","4","6.53","4"
"62","Newaygo County RESA","62470","Big Jackson School District","62","Newaygo","LEA District","Elementary","Rural: Distant","2018","323384.57","272856.00","331936.31","0.00","13.55","53.80","4.00","18.6","1","17.96","2","15.62","1","2.77","1","422.47","1.00","102.64","1","125.9","1","1.19","1","-29.02","4","25.43","4"
"54","Mecosta-Osceola ISD","54010","Big Rapids Public Schools","54","Mecosta","LEA District","Elem thru High School","Town: Distant","2018","19036431.74","18700588.27","3118040.12","0.00","2001.60","513.96","539.55","2.17","2","12.07","2","3.5","2","9","2","53.27","2.00","16.38","2","17.26","2","1.02","2","-0.4","2","8.45","4"
"73","Saginaw ISD","73170","Birch Run Area Schools","73","Saginaw","LEA District","Elem thru High School","Rural: Fringe","2018","17833057.47","17667895.07","3294431.24","0.00","1891.48","142.42","558.67","1.87","3","5.28","3","0.93","3","6.94","2","69.90","2.00","18.47","2","19.57","2","1.01","2","-0.08","2","-16.11","1"
"63","Oakland Schools","63010","Birmingham Public Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2018","121532118.09","124856734.12","18416486.40","0.00","8072.28","323.42","183.04","2.05","2","-15.29","4","-2.74","4","13.48","3","68.33","2.00","15.15","2","14.98","3","0.97","4","-0.83","3","-10.94","1"
"70","Ottawa Area ISD","70904","Black River Public School","70","Ottawa","PSA District","Elem thru High School","City: Small","2018","8848486.43","9122405.22","1932467.63","0.00","949.94",,"951.85","3.66","1","-12.41","4","-2.98","4","7.09","2","42.90","3.00","21.84","1","22.87","2","0.97","4","-0.88","3",,
"46","Lenawee ISD","46040","Blissfield Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Fringe","2018","11458502.91","11156190.23","4087043.88","0.00","1197.83","133.82","188.00","3.68","1","7.99","3","2.85","2",,,"122.86","1.00","35.67","1","38.32","1","1.03","1","-0.8","3","-3.48","1"
"63","Oakland Schools","63080","Bloomfield Hills Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2018","91140219.53","91520769.94","20422120.57","0.00","5611.84","279.89","373.25","3.2","1","-1.83","3","0.71","3","3.18","1","80.38","1.00","22.41","1","23.06","2","1","3","0.94","2","3.2","3"
"80","Van Buren ISD","80090","Bloomingdale Public School District","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2018","11366077.01","11258525.42","1113957.14","0.00","1135.59","376.17","70.00","1.87","3","10.69","2","0.95","3","23.23","4","20.73","4.00","9.8","3","10.04","3","1.01","2","-3.18","3","3.79","3"
"17","Eastern Upper Peninsula ISD","49020","Bois Blanc Pines School District","49","Mackinac","LEA District","Elem_Middle School","Rural: Distant","2018","160791.69","160080.76","370627.09","0.00","3.88",,,"19.1","1","0.19","3","0.44","3",,,"870.74","1.00","230.5","1","231.92","1","1","3","94","1","8.32","4"
"15","Charlevoix-Emmet ISD","15020","Boyne City Public Schools","15","Charlevoix","LEA District","Elem thru High School","Town: Remote","2018","13889650.77","13810357.92","2502900.75","0.00","1373.70","151.62","345.43","2.19","2","3.27","3","0.57","3","12.45","3","84.51","1.00","18.02","2","18.5","2","1.01","2","-0.7","3","5.56","4"
"15","Charlevoix-Emmet ISD","15030","Boyne Falls Public School District","15","Charlevoix","LEA District","Elem thru High School","Rural: Fringe","2018","2781062.94","2827909.85","832958.07","0.00","172.86","166.42","56.26","1.75","3","-5.32","4","-1.44","4","18.61","4","156.27","1.00","29.95","1","30.06","1","0.98","4","4.9","1","10.74","4"
"63","Oakland Schools","63917","Bradford Academy","63","Oakland","PSA District","Elem thru High School","City: Small","2018","16572670.70","17003437.77","1030523.73","0.00","1503.62",,"1509.00","1.4","4","-29.48","4","12.93","1","14.24","3","7.23","4.00","6.22","4","7.23","4","0.97","4","6.49","1",,
"63","Oakland Schools","63180","Brandon School District in the Counties of Oakland and Lapeer","63","Oakland","LEA District","Elem thru High School","Rural: Fringe","2018","25806196.00","25584072.98","4124117.00","0.00","2471.08","359.13","308.00","2.59","2","5.69","3","0.86","3","51.43","4","37.14","3.00","15.98","2","16.8","2","1.01","2","-4.62","4","6.11","4"
"11","Berrien RESA","11210","Brandywine Community Schools","11","Berrien","LEA District","Elem thru High School","Suburb: Large","2018","13439886.81","14857645.08","2702076.68","0.00","1375.43","335.47","344.00","2.93","1","-34.41","4","2.1","2","9.22","2","46.20","3.00","20.1","2","20.92","2","0.9","4","0.17","2","5.75","4"
"29","Gratiot-Isabella RESD","29040","Breckenridge Community Schools","29","Gratiot","LEA District","Elem thru High School","Rural: Distant","2018","6959215.84","6981377.32","1202690.30","0.00","671.97","246.29","32.00","2.66","2","-1.81","3","-0.32","4","10.63","3","42.31","3.00","17.28","2","17.65","2","1","3","-2.96","3","5.67","4"
