ISD Code,ISD Name,District Code,District Name,County Code,County Name,Entity Type,School Level,Locale,Fiscal Year,Revenue,Expenditures,Fund Balance,Years in Deficit,Pupil FTE Count,Resident Pupils Leaving,Non-Resident Pupils Coming,Current Ratio,Current Ratio Quartile,Fund Balance Change,Fund Balance Change Quartile,Operating Margin,Operating Margin Quartile,Debt Service Coverage Ratio,Debt Service Coverage Ratio Quartile,Days Cash on Hand,Days Cash on Hand Quartile,Fund Balance as % of Revenue,Fund Balance as % of Revenue Quartile,Fund Balance as % of Expenditure,Fund Balance as % of Expenditure Quartile,Revenue/Expenditure Ratio,Revenue/Expenditure Ratio Quartile,Enrollment Trend,Enrollment Trend Quartile,Compensation Trend,Compensation Trend Quartile
"31","Copper Country ISD","07010","Arvon Township School District","07","Baraga","LEA District","Elem_Middle School","Rural: Remote","2016","368185.00","382036.00","697754.00","0.00","8.89","24.00","5.00","34.2","1","-1.95","3","-1.64","4",,,"668.28","1.00","189.51","1","208.81","1","0.96","4","41.34","1","19.96","4"
"29","Gratiot-Isabella RESD","29020","Ashley Community Schools","29","Gratiot","LEA District","Elem thru High School","Rural: Distant","2016","2691212.56","2557384.08","190599.80","0.00","271.34","83.08","46.00","1.22","4","235.73","1","4.97","1","13.15","3","77.98","1.00","7.08","3","7.63","3","1.05","1","1.36","2","0.42","2"
"13","Calhoun Intermediate School District","13050","Athens Area Schools","13","Calhoun","LEA District","Elem thru High School","Rural: Distant","2016","5362641.32","5184442.29","501596.88","0.00","560.60","236.19","62.51","1.49","3","55.1","1","3.33","2","11.64","3","42.48","3.00","9.35","3","9.96","3","1.03","2","4.17","1","6.21","4"
"25","Genesee ISD","25130","Atherton Community Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2016","8481491.99","7924727.31","2313704.75","0.00","922.35","351.70","328.00","3.2","1","31.69","2","6.65","1","7.27","2","84.30","1.00","27.28","1","29.47","1","1.07","1","2.78","1","22.24","4"
"04","Alpena-Montmorency-Alcona ESD","60010","Atlanta Community Schools","60","Montmorency","LEA District","Elem thru High School","Rural: Remote","2016","2562270.23","2700450.46","26272.36","0.00","258.69","73.00","11.00","1.05","4","-84.02","4","-5.34","4","16.14","3","37.92","3.00","1.03","4","0.98","4","0.95","4","3.75","1","3.79","3"
"09","Bay-Arenac ISD","06020","Au Gres-Sims School District","06","Arenac","LEA District","Elem thru High School","Rural: Remote","2016","3794840.23","3581996.23","894901.00","0.00","385.17","59.18","44.00","2.78","1","31.21","2","5.61","1","11.46","3","92.21","1.00","23.58","1","25.98","1","1.06","1","-6.15","4","1.6","2"
"50","Macomb ISD","50911","Academy of Warren","50","Macomb","PSA District","Elem_Middle School","City: Midsize","2016","5285327.00","5063460.00","1061997.00","0.00","545.25",,"539.00","2.56","2","26.41","2","17.7","1","11.18","2","37.06","3.00","20.09","2","24.6","1","1.04","1","-11.3","4",,
"63","Oakland Schools","63916","Academy of Waterford","63","Oakland","PSA District","Elem_Middle School","Suburb: Large","2016","1272836.50","1278658.45","12235.00","0.00","110.03",,"117.00","1.06","4","-32.24","4","-0.46","4",,,"5.29","4.00","0.96","4","1","4","1","3","-36.14","4",,
"82","Wayne RESA","82998","ACE Academy (SDA)","82","Wayne","PSA District","Elem thru High School","Suburb: Large","2016","2298102.74","2488435.87","248518.12","0.00","166.17",,"155.96","1.37","3","-43.37","4","-8.28","4",,,"2.65","4.00","10.81","3","10.77","3","0.92","4","13.3","1",,
"82","Wayne RESA","82717","Achieve Charter Academy","82","Wayne","PSA District","Elem_Middle School","Rural: Fringe","2016","5953462.00","5974941.00","27715.00","0.00","766.82",,"762.00","1.03","4","-43.66","4","0.13","3",,,"1.67","4.00","0.47","4","0.47","4","1","3","1.91","2",,
"31","Copper Country ISD","31020","Adams Township School District","31","Houghton","LEA District","Elem thru High School","Rural: Distant","2016","4107044.96","4019206.38","112392.42","0.00","450.69","140.58","87.12","1.13","4","357.74","1","2.77","2","15.5","3","22.85","4.00","2.74","4","2.88","4","1.02","2","-0.61","3","6.68","4"
"46","Lenawee ISD","46020","Addison Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Distant","2016","7988732.59","8124877.20","596066.83","0.00","845.62","307.49","137.00","1.56","3","-18.59","4","-1.7","4","17.93","3","29.06","3.00","7.46","3","7.44","3","0.98","4","-1.75","3","1.29","2"
"46","Lenawee ISD","46010","Adrian Public Schools","46","Lenawee","LEA District","Elem thru High School","Town: Distant","2016","32918441.07","32332341.13","3149290.40","0.00","2967.91","1581.14","302.10","1.78","2","22.87","2","2.24","2","9","2","24.49","3.00","9.57","3","9.92","3","1.02","2","-2.73","3","1.39","2"
"82","Wayne RESA","63914","Advanced Technology Academy","82","Wayne","PSA District","Elem thru High School","City: Small","2016","11889528.00","11856409.00","1243627.00","0.00","1264.75",,"1275.00","1.87","2","2.74","3","8.83","1","9.06","2","4.86","4.00","10.46","3","12.05","3","1","3","-0.02","2",,
"63","Oakland Schools","63901","AGBU Alex-Marie Manoogian School","63","Oakland","PSA District","Elem thru High School","City: Small","2016","3458828.00","3503647.00","599512.00","0.00","391.41",,"392.00","3.21","1","-6.96","4","-1.3","4",,,"26.78","3.00","17.33","2","17.11","2","0.99","4","2.08","2","-2.11","1"
"58","Monroe ISD","58020","Airport Community Schools","58","Monroe","LEA District","Elem thru High School","Rural: Fringe","2016","25423831.15","24463686.76","3744976.79","0.00","2551.31","530.97","195.94","2.23","2","34.48","1","3.78","2","4.79","1","37.17","3.00","14.73","2","16.21","2","1.04","1","-0.23","2","3.83","3"
"79","Tuscola ISD","79010","Akron-Fairgrove Schools","79","Tuscola","LEA District","Elem thru High School","Rural: Distant","2016","2918894.40","2803117.36","108481.92","0.00","286.28","193.05","17.00","1.11","4","1587.05","1","5.12","1","25.72","4","80.44","1.00","3.72","4","3.93","4","1.04","1","3.27","1","-10.45","1"
"15","Charlevoix-Emmet ISD","24030","Alanson Public Schools","24","Emmet","LEA District","Elem thru High School","Rural: Distant","2016","2801784.53","2756375.08","176618.48","0.00","267.47","276.98","34.49","1.68","3","34.61","1","1.62","2","8.07","2","30.38","3.00","6.3","4","6.59","4","1.02","2","2.99","1","-8.36","1"
"28","Northwest Education Services","05010","Alba Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2016","1439394.59","1434830.31","169011.62","0.00","134.65","80.94","44.00","1.86","2","2.78","3","0.36","3","12.83","3","48.25","2.00","11.74","3","12.27","3","1","3","-4.47","4","7.49","4"
"13","Calhoun Intermediate School District","13010","Albion Public Schools","13","Calhoun","LEA District","Elem thru High School","Town: Fringe","2016","5802121.89","6175590.08","-2260597.40","4.00","430.61","1248.95","2.00","0.54","4","-19.79","4","-6.44","4","9.62","2","22.96","4.00","-38.96","4","-37.76","4","0.94","4","-20","4","-15.24","1"
"04","Alpena-Montmorency-Alcona ESD","01010","Alcona Community Schools","01","Alcona","LEA District","Elem thru High School","Rural: Distant","2016","7483407.67","7423129.06","908796.38","0.00","731.09","94.93","187.00","2.19","2","7.1","3","0.81","3","9.31","2","59.60","2.00","12.14","3","12.48","3","1.01","2","1.19","2","-4.9","1"
"74","St. Clair County RESA","74030","Algonac Community School District","74","St. Clair","LEA District","Elem thru High School","Rural: Fringe","2016","16164916.54","16763594.34","649551.07","0.00","1656.91","247.36","54.83","1.17","4","-47.96","4","-3.7","4","55.67","4","45.88","3.00","4.02","4","4.03","4","0.96","4","-2.68","3","5.81","4"
"03","Allegan Area Educational Service Agency","03030","Allegan Public Schools","03","Allegan","LEA District","Elem thru High School","Town: Distant","2016","24138387.77","24070025.76","2368891.45","0.00","2555.30","466.11","165.00","1.63","3","2.97","3","0.29","3","16.47","3","33.28","3.00","9.81","3","10.05","3","1","3","-1.13","3","8.44","4"
"82","Wayne RESA","82020","Allen Park Public Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2016","35781296.71","35670577.69","2131475.37","0.00","3803.59","425.61","991.60","1.5","3","5.48","3","0.87","3","46.19","4","3.28","4.00","5.96","4","6.1","4","1","3","2.54","1","-0.49","2"
"70","Ottawa Area ISD","70040","Allendale Public Schools","70","Ottawa","LEA District","Elem thru High School","Suburb: Large","2016","26030238.15","25957636.27","1149715.31","0.00","2665.56","166.76","266.71","1.22","4","6.74","3","1.82","2","79.68","4","31.89","3.00","4.42","4","4.64","4","1","3","1.39","2","3.27","3"
"29","Gratiot-Isabella RESD","29010","Alma Public Schools","29","Gratiot","LEA District","Elem thru High School","Town: Distant","2016","20800161.90","20567622.26","2078413.42","0.00","2119.72","450.12","239.98","1.42","3","12.6","2","1.24","3","11.12","2","61.99","2.00","9.99","3","10.32","3","1.01","2","-3.38","4","3.63","3"
"44","Lapeer ISD","44020","Almont Community Schools","44","Lapeer","LEA District","Elem thru High School","Rural: Fringe","2016","13023700.31","12690794.11","894232.79","0.00","1476.08","171.25","301.60","1.27","3","59.31","1","2.56","2","46.22","4","56.12","2.00","6.87","3","7.16","3","1.03","2","1.85","2","-0.76","2"
"04","Alpena-Montmorency-Alcona ESD","04010","Alpena Public Schools","04","Alpena","LEA District","Elem thru High School","Town: Remote","2016","37412142.73","35954489.79","1143636.95","0.00","3906.75","130.55","85.05","1.11","4","464.2","1","5.87","1","4.84","1","58.41","2.00","3.06","4","3.34","4","1.04","1","2.12","2","-0.06","2"
"82","Wayne RESA","82981","American Montessori Academy","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","2016","4089074.00","3971189.00","1075329.00","0.00","475.15",,"476.97","4.54","1","12.31","2","11.26","1","8.33","2","37.67","3.00","26.3","1","30.54","1","1.03","2","-2.9","3",,
"52","Marquette-Alger RESA","02010","AuTrain-Onota Public Schools","02","Alger","LEA District","Elem_Middle School","Rural: Distant","2016","987167.69","1005917.85","540526.35","0.00","31.00","61.32","12.00","5.19","1","-3.35","3","6.39","1",,,"224.04","1.00","54.76","1","61.1","1","0.98","4","-3.13","3","13.69","4"
"63","Oakland Schools","63070","Avondale School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2016","37351455.13","37129549.39","963751.59","0.00","3595.47","393.12","562.00","1.17","4","29.91","2","0.59","3","40.71","4","7.42","4.00","2.58","4","2.6","4","1.01","2","-4.49","4","1.86","2"
"32","Huron ISD","32010","Bad Axe Public Schools","32","Huron","LEA District","Elem thru High School","Town: Remote","2016","9732310.37","9550116.65","3009033.04","0.00","1012.37","266.45","222.77","2.56","2","6.45","3","2.98","2","9.55","2","126.08","1.00","30.92","1","32.3","1","1.02","2","-5.16","4","-3.46","1"
"53","West Shore Educational Service District","43040","Baldwin Community Schools","43","Lake","LEA District","Elem thru High School","Rural: Remote","2016","18834606.84","18950595.34","2231149.34","0.00","549.78","263.16","11.00","1.71","3","-4.94","4","-0.08","4","3.82","1","71.20","2.00","11.85","3","28.82","1","0.99","4","1.86","2","-19.95","1"
"80","Van Buren ISD","80020","Bangor Public Schools (Van Buren)","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2016","12633950.74","11734741.00","790231.53","0.00","1227.61","320.04","116.07","1.17","4","825.13","1","7.47","1","4.48","1","97.53","1.00","6.25","4","7.02","3","1.08","1","0.3","2","0","2"
"80","Van Buren ISD","80240","Bangor Township S/D #8","80","Van Buren","LEA District","Elem_Middle School","Rural: Distant","2016","238675.18","211712.17","197001.67","0.00","29.83","2.00","22.83","6.46","1","15.86","2","11.3","1",,,"327.40","1.00","82.54","1","93.05","1","1.13","1","-3.24","3","0.5","2"
"09","Bay-Arenac ISD","09030","Bangor Township Schools","09","Bay","LEA District","Elem thru High School","Suburb: Small","2016","22345359.33","22179997.55","2884092.87","0.00","2511.12","270.08","907.81","2.15","2","6.08","3","2.46","2","4.62","1","30.30","3.00","12.91","2","13.65","2","1.01","2","2.17","2","3.06","3"
"31","Copper Country ISD","07020","Baraga Area Schools","07","Baraga","LEA District","Elem thru High School","Rural: Remote","2016","4930963.68","4871081.92","1637781.80","0.00","425.30","84.10","58.00","3.76","1","3.8","3","1.26","3","17.29","3","113.57","1.00","33.21","1","34.33","1","1.01","2","-1.45","3","9.43","4"
"21","Delta-Schoolcraft ISD","21090","Bark River-Harris School District","55","Menominee","LEA District","Elem thru High School","Rural: Remote","2016","6634834.24","7170681.37","1977198.37","0.00","737.15","183.10","238.00","3.36","1","-21.32","4","-7.86","4","3.63","1","79.92","1.00","29.8","1","31.49","1","0.93","4","1.44","2","9.05","4"
"19","Clinton County RESA","19100","Bath Community Schools","19","Clinton","LEA District","Elem thru High School","Suburb: Large","2016","10109495.96","10111616.95","1368609.16","0.00","1119.56","198.97","273.00","1.76","2","-0.15","3","-0.02","4","16.28","3","61.02","2.00","13.54","2","13.99","2","1","3","3.39","1","5.04","3"
"13","Calhoun Intermediate School District","13904","Battle Creek Area Learning Center","13","Calhoun","PSA District","High School","City: Small","2016","1520575.04","1569955.49","207844.45","0.00","180.22",,"172.72","1.59","3","-19.2","4","-3.25","4",,,"63.60","2.00","13.67","2","13.24","2","0.97","4","1.13","2",,
"13","Calhoun Intermediate School District","13020","Battle Creek Public Schools","13","Calhoun","LEA District","Elem thru High School","City: Small","2016","52470387.21","54206187.46","4735849.15","0.00","4594.05","3452.03","292.48","1.38","3","-26.82","4","-3.31","4","53.8","4","56.87","2.00","9.03","3","8.89","3","0.97","4","-6","4","-2.4","1"
"09","Bay-Arenac ISD","09010","Bay City School District","09","Bay","LEA District","Elem thru High School","City: Small","2016","73387309.15","71328809.83","3895859.32","0.00","7960.07","2469.99","431.85","1.2","4","112.04","1","4.48","1","7.89","2","39.27","3.00","5.31","4","5.71","4","1.03","2","-2.35","3","5.35","3"
"09","Bay-Arenac ISD","09902","State Street Academy","09","Bay","PSA District","Elem_Middle School","City: Small","2016","1789542.63","1522533.31","333426.79","0.00","140.63",,"143.00","2.08","2","402.02","1","27.13","1","64.94","4","54.26","2.00","18.63","2","25.58","1","1.18","1","-39.02","4",,
"09","Bay-Arenac ISD","09901","Bay-Arenac Community High School","09","Bay","PSA District","High School","Suburb: Small","2016","1882004.63","1556499.30","642493.27","0.00","175.81",,"176.16","2.97","1","102.69","1","17.3","1",,,"68.13","2.00","34.14","1","43.73","1","1.21","1","11.08","1","-5.27","1"
"29","Gratiot-Isabella RESD","37040","Beal City Public Schools","37","Isabella","LEA District","Elem thru High School","Rural: Distant","2016","6475673.01","6530500.68","1617408.32","0.00","695.16","63.00","301.81","3.02","1","-3.28","3","1.47","3","8.45","2","76.04","2.00","24.98","1","26.11","1","0.99","4","-2.32","3","2.87","3"
"51","Manistee ISD","51020","Bear Lake Schools","51","Manistee","LEA District","Elem thru High School","Rural: Remote","2016","2950972.72","2846631.53","546086.84","0.00","298.30","103.48","93.00","2.86","1","23.62","2","3.75","2","12.88","3","60.23","2.00","18.51","2","20.73","2","1.04","1","-3.32","3","-2.48","1"
"15","Charlevoix-Emmet ISD","15010","Beaver Island Community School","15","Charlevoix","LEA District","Elem thru High School","Rural: Remote","2016","1895782.25","2113361.24","621403.85","0.00","38.30","4.00",,"2.51","2","-25.93","4","-10.86","4","11.99","3","161.43","1.00","32.78","1","29.61","1","0.9","4","-33.97","4","13.03","4"
"18","Clare-Gladwin Regional Education Service District","26010","Beaverton Schools","26","Gladwin","LEA District","Elem thru High School","Rural: Distant","2016","10994492.89","10503396.03","1056974.00","0.00","1156.01","258.60","105.00","1.43","3","86.79","1","4.47","1","6","1","70.39","2.00","9.61","3","10.31","3","1.05","1","-2.22","3","3","3"
"58","Monroe ISD","58030","Bedford Public Schools","58","Monroe","LEA District","Elem thru High School","Suburb: Large","2016","43703082.56","43719625.13","367351.62","0.00","4457.09","484.38","127.49","1.03","4","-4.31","4","0.02","4","1.62","1","65.13","2.00","0.84","4","0.89","4","1","3","-0.69","3","3.48","3"
"25","Genesee ISD","25240","Beecher Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2016","12639760.32","12749818.75","-1932459.68","4.00","969.64","608.78","78.00","0.55","4","-6.04","4","-0.87","4","4.59","1","2.73","4.00","-15.29","4","-15.57","4","0.99","4","-7.58","4","1.69","2"
"34","Ionia ISD","34080","Belding Area School District","34","Ionia","LEA District","Elem thru High School","Town: Distant","2016","18057349.18","18261313.87","2349538.39","0.00","1904.71","427.31","86.00","1.84","2","-7.99","4","-1.13","4","69.4","4","30.45","3.00","13.01","2","13.17","2","0.99","4","-4.11","4","7.55","4"
"28","Northwest Education Services","05040","Bellaire Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2016","4073303.31","3954373.68","799620.11","0.00","379.91","96.40","56.00","2.56","2","17.47","2","3.35","2","72.16","4","101.41","1.00","19.63","2","20.49","2","1.03","2","1.41","2","2.16","3"
"13","Calhoun Intermediate School District","23010","Bellevue Community Schools","23","Eaton","LEA District","Elem thru High School","Rural: Distant","2016","5521348.59","5487217.94","287651.07","0.00","564.55","339.75","58.83","1.21","4","13.46","2","0.62","3","21.26","4","20.60","4.00","5.21","4","5.25","4","1.01","2","2.05","2","3.91","3"
"25","Genesee ISD","25060","Bendle Public Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2016","11533875.67","11079289.67","4861961.50","0.00","1189.14","192.08","276.00","4.24","1","10.31","2","4.16","2","53.21","4","138.98","1.00","42.15","1","44.91","1","1.04","1","-3.96","4","-0.58","2"
"25","Genesee ISD","25230","Bentley Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2016","8087267.23","7773817.47","2039331.17","0.00","860.45","244.85","234.50","3.55","1","18.16","2","3.95","2","6.61","1","53.94","2.00","25.22","1","27.08","1","1.04","1","-0.37","2","-1.91","1"
"11","Berrien RESA","11010","Benton Harbor Area Schools","11","Berrien","LEA District","Elem thru High School","City: Small","2016","30804614.83","27727159.79","-11675303.38","10.00","2205.33","3426.99","3.00","0.39","4","20.86","2","9.99","1","4.25","1","34.90","3.00","-37.9","4","-45.53","4","1.11","1","-9.33","4","45.57","4"
"11","Berrien RESA","11903","Benton Harbor Charter School Academy","11","Berrien","PSA District","Elem thru High School","City: Small","2016","3957186.84","3899143.74","713912.82","0.00","444.45",,"449.00","2.11","2","8.85","2","16.22","1","16.43","3","19.72","4.00","18.04","2","22.67","2","1.01","2","9.65","1",,
"28","Northwest Education Services","10015","Benzie County Central Schools","10","Benzie","LEA District","Elem thru High School","Rural: Remote","2016","14491060.25","14405710.55","1001470.17","0.00","1506.39","538.12","83.00","1.41","3","9.32","2","0.7","3","8.74","2","52.42","2.00","6.91","3","7.08","3","1.01","2","-6.26","4","4.32","3"
"63","Oakland Schools","63050","Berkley School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2016","53863485.49","52820599.65","2556797.53","0.00","5327.76","164.40","1871.31","1.3","3","68.89","1","2.16","2","10.3","2","11.10","4.00","4.75","4","4.86","4","1.02","2","3.22","1","3.05","3"
"34","Ionia ISD","34140","Berlin Township S/D #3","34","Ionia","LEA District","Elem_Middle School","Rural: Distant","2016","258314.00","319510.00","203215.00","0.00","24.14","45.00","25.00","8.05","1","-23.14","4","-23.69","4",,,"235.13","1.00","78.67","1","65.72","1","0.81","4","-18.28","4","-6.78","1"
"11","Berrien RESA","11240","Berrien Springs Public Schools","11","Berrien","LEA District","Elem thru High School","Town: Fringe","2016","33457606.79","30383926.65","9890070.44","0.00","3780.42","192.45","2384.23","3.8","1","44.76","1","10.18","1","9.13","2","88.08","1.00","29.56","1","38.45","1","1.1","1","18.22","1","-1.6","1"
"27","Gogebic-Ontonagon ISD","27010","Bessemer Area School District","27","Gogebic","LEA District","Elem thru High School","Rural: Distant","2016","3925621.14","3715120.47","382321.18","0.00","393.40","48.59","92.07","2.01","2","122.51","1","5.51","1","3.93","1","19.30","4.00","9.74","3","10.38","3","1.06","1","-7.12","4","-1.76","1"
"21","Delta-Schoolcraft ISD","21065","Big Bay De Noc School District","21","Delta","LEA District","Elem thru High School","Rural: Remote","2016","2324833.23","2279573.70","493974.58","0.00","207.89","42.60","42.00","3.81","1","10.09","2","4.8","1",,,"66.77","2.00","21.25","1","22.64","2","1.02","2","-9.48","4","-4.59","1"
"62","Newaygo County RESA","62470","Big Jackson School District","62","Newaygo","LEA District","Elementary","Rural: Distant","2016","384089.41","335002.96","275882.95","0.00","20.24","53.66","14.00","14.1","1","21.64","2","12.78","1","2.33","1","254.91","1.00","71.83","1","85.96","1","1.15","1","-38.57","4","22.59","4"
"54","Mecosta-Osceola ISD","54010","Big Rapids Public Schools","54","Mecosta","LEA District","Elem thru High School","Town: Distant","2016","17648005.00","17351492.97","2291555.75","0.00","1964.72","546.65","537.19","1.75","3","14.86","2","3.55","2","9.61","2","51.58","2.00","12.98","2","13.7","2","1.02","2","0.93","2","8.16","4"
"73","Saginaw ISD","73170","Birch Run Area Schools","73","Saginaw","LEA District","Elem thru High School","Rural: Fringe","2016","16601220.25","16207790.42","2522816.64","0.00","1885.43","156.51","439.00","1.78","2","18.48","2","2.37","2","7.59","2","54.99","2.00","15.2","2","15.89","2","1.02","2","3.98","1","-0.48","2"
"63","Oakland Schools","63010","Birmingham Public Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2016","118043225.75","116365206.21","21738290.14","0.00","8069.36","258.98","185.00","2.46","2","8.36","3","1.42","3","28.23","4","78.45","1.00","18.42","2","18.98","2","1.01","2","-0.92","3","5.1","3"
"70","Ottawa Area ISD","70904","Black River Public School","70","Ottawa","PSA District","Elem thru High School","City: Small","2016","8416812.27","9224194.39","2217535.48","0.00","951.12",,"951.48","4.22","1","-26.69","4","1.58","3","4.45","1","54.39","2.00","26.35","1","28.31","1","0.91","4","11.53","1",,
"82","Wayne RESA","82971","Blanche Kelso Bruce Academy","82","Wayne","PSA District","Elem thru High School","City: Large","2016","5933687.00","7785312.86","-1766588.00","1.00","202.42",,"237.36","0.68","4","-2177.46","4","-31.21","4",,,"0.22","4.00","-29.77","4","-22.7","4","0.76","4","-23.78","4","-20.03","1"
"46","Lenawee ISD","46040","Blissfield Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Fringe","2016","10898647.35","10806839.55","3655963.17","0.00","1189.17","136.65","153.00","3.45","1","2.58","3","0.95","3","0","1","108.89","1.00","33.55","1","34.62","1","1.01","2","-1.98","3","9.19","4"
"63","Oakland Schools","63080","Bloomfield Hills Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2016","84447224.82","85200239.60","18526060.32","0.00","5416.46","217.64","362.39","2.96","1","-4.37","4","0.29","3","3.22","1","81.18","1.00","21.94","1","22.51","2","0.99","4","1.26","2","7.04","4"
"80","Van Buren ISD","80090","Bloomingdale Public School District","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2016","11267343.81","11074089.54","879001.16","0.00","1218.87","393.48","65.00","1.48","3","28.18","2","1.98","2","66.62","4","31.79","3.00","7.8","3","8.13","3","1.02","2","0.17","2","17","4"
"17","Eastern Upper Peninsula ISD","49020","Bois Blanc Pines School District","49","Mackinac","LEA District","Elem_Middle School","Rural: Distant","2016","142543.81","127497.03","331354.94","0.00","2.00",,,"29","1","4.76","3","10.56","1",,,"965.74","1.00","232.46","1","260.93","1","1.12","1","-50","4","61.94","4"
"15","Charlevoix-Emmet ISD","15020","Boyne City Public Schools","15","Charlevoix","LEA District","Elem thru High School","Town: Remote","2016","12556430.34","12224299.29","1808169.73","0.00","1329.93","189.84","325.22","1.84","2","22.5","2","3.36","2","12.92","3","79.86","1.00","14.4","2","14.94","2","1.03","2","0.43","2","1.73","2"
"15","Charlevoix-Emmet ISD","15030","Boyne Falls Public School District","15","Charlevoix","LEA District","Elem thru High School","Rural: Fringe","2016","2525220.50","2682279.00","1006737.00","0.00","146.98","167.58","41.00","2.67","1","-13.5","4","-5.48","4","19.46","4","178.09","1.00","39.87","1","38.15","1","0.94","4","-2.85","3","-0.9","2"
"63","Oakland Schools","63917","Bradford Academy","63","Oakland","PSA District","Elem thru High School","City: Small","2016","14212981.40","13996506.22","2375899.36","0.00","1517.83",,"1522.62","1.97","2","10.02","2","20.76","1","16.57","3","23.22","3.00","16.72","2","21.73","2","1.02","2","1.38","2",,
