,districtcode,schoolyear,districtname,8th_math_percentmet,attendance,american_indian_enrollment,asian_enrollment,english_language_learners_enrollment,early_middle_college_enrollment,admin_ineffective_percentage,admin_min_effective_percentage,teacher_min_effective_percentage,fundbalanceas%ofexpenditure,Estimate Total,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Estimate Total Enrolled in school Enrolled in grade 1 to grade 4,Estimate Total Enrolled in school Enrolled in grade 5 to grade 8,Estimate Total Enrolled in school Enrolled in grade 9 to grade 12,Estimate Total Regular high school diploma,Estimate Total Bachelor's degree,Estimate Total Master's degree,Estimate Median age -- Total,Estimate Median age -- Male,Estimate Median age -- Female,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months",Estimate Total Family households
28,11250,2018-2019,Eau Claire Public Schools,12.1,92.90,0,0,180,7,50.0,0.0,0.0,2.73,3815,3444,159,12,0,0,57,57643,153,196,160,798,330,196,45.9,45.5,46.2,362,1009
29,11250,2020-2021,Eau Claire Public Schools,15.7,90.11,0,1,115,5,0.0,0.0,0.0,14.41,3815,3444,159,12,0,0,57,57643,153,196,160,798,330,196,45.9,45.5,46.2,362,1009
30,11320,2015-2016,Watervliet School District,29.1,93.69,15,5,123,0,0.0,0.0,0.0,15.87,6469,5937,40,39,26,0,142,42688,369,323,385,1443,497,146,40.7,39.7,42.9,542,1815
31,11320,2016-2017,Watervliet School District,29.7,93.40,11,6,112,0,0.0,0.0,1.08,15.08,6469,5937,40,39,26,0,142,42688,369,323,385,1443,497,146,40.7,39.7,42.9,542,1815
32,11320,2017-2018,Watervliet School District,23.0,90.31,11,5,113,0,0.0,0.0,0.0,14.81,6469,5937,40,39,26,0,142,42688,369,323,385,1443,497,146,40.7,39.7,42.9,542,1815
33,11320,2018-2019,Watervliet School District,33.3,90.37,14,6,132,11,0.0,0.0,0.81,19.61,6469,5937,40,39,26,0,142,42688,369,323,385,1443,497,146,40.7,39.7,42.9,542,1815
34,11320,2020-2021,Watervliet School District,41.0,97.41,12,3,130,7,0.0,0.0,2.2,22.33,6469,5937,40,39,26,0,142,42688,369,323,385,1443,497,146,40.7,39.7,42.9,542,1815
35,11340,2015-2016,Bridgman Public Schools,61.1,96.27,2,10,14,0,0.0,0.0,0.0,16.19,5326,5117,79,0,71,0,0,73333,162,199,268,1080,804,367,51.0,50.1,51.1,87,1564
36,11340,2016-2017,Bridgman Public Schools,53.3,96.13,1,7,13,0,0.0,0.0,1.41,16.77,5326,5117,79,0,71,0,0,73333,162,199,268,1080,804,367,51.0,50.1,51.1,87,1564
37,11340,2017-2018,Bridgman Public Schools,51.9,95.95,3,9,14,0,0.0,0.0,0.0,16.86,5326,5117,79,0,71,0,0,73333,162,199,268,1080,804,367,51.0,50.1,51.1,87,1564
38,11340,2018-2019,Bridgman Public Schools,61.1,96.22,2,10,12,6,0.0,0.0,0.0,19.44,5326,5117,79,0,71,0,0,73333,162,199,268,1080,804,367,51.0,50.1,51.1,87,1564
39,11340,2020-2021,Bridgman Public Schools,55.3,93.63,2,14,10,15,0.0,0.0,0.0,25.12,5326,5117,79,0,71,0,0,73333,162,199,268,1080,804,367,51.0,50.1,51.1,87,1564
40,12010,2015-2016,Coldwater Community Schools,27.5,95.02,7,38,397,0,0.0,0.0,1.8,20.77,22350,20516,929,137,202,0,147,49375,982,1013,1036,4757,1784,610,42.7,42.8,42.5,819,5393
41,12010,2016-2017,Coldwater Community Schools,28.6,95.20,9,36,544,0,0.0,0.0,0.0,24.9,22350,20516,929,137,202,0,147,49375,982,1013,1036,4757,1784,610,42.7,42.8,42.5,819,5393
42,12010,2017-2018,Coldwater Community Schools,25.8,94.35,8,33,592,0,0.0,11.11,0.61,23.34,22350,20516,929,137,202,0,147,49375,982,1013,1036,4757,1784,610,42.7,42.8,42.5,819,5393
43,12010,2018-2019,Coldwater Community Schools,44.6,93.85,7,27,561,52,0.0,0.0,0.0,24.43,22350,20516,929,137,202,0,147,49375,982,1013,1036,4757,1784,610,42.7,42.8,42.5,819,5393
44,12010,2020-2021,Coldwater Community Schools,24.2,95.15,10,25,619,92,0.0,0.0,0.0,26.21,22350,20516,929,137,202,0,147,49375,982,1013,1036,4757,1784,610,42.7,42.8,42.5,819,5393
45,13020,2015-2016,Battle Creek Public Schools,2.5,92.77,21,211,381,0,0.0,13.64,5.92,8.89,41568,27885,9332,377,966,0,297,33744,2332,2444,2183,9215,2484,798,34.8,33.2,36.8,4693,9397
46,13020,2016-2017,Battle Creek Public Schools,4.5,91.16,22,185,425,0,17.39,8.7,7.51,10.73,41568,27885,9332,377,966,0,297,33744,2332,2444,2183,9215,2484,798,34.8,33.2,36.8,4693,9397
47,13020,2017-2018,Battle Creek Public Schools,6.4,88.60,21,159,374,0,9.52,23.81,3.81,13.48,41568,27885,9332,377,966,0,297,33744,2332,2444,2183,9215,2484,798,34.8,33.2,36.8,4693,9397
48,13020,2018-2019,Battle Creek Public Schools,6.45,89.68,19,127,357,26,0.0,22.73,1.82,19.77,41568,27885,9332,377,966,0,297,33744,2332,2444,2183,9215,2484,798,34.8,33.2,36.8,4693,9397
49,13020,2020-2021,Battle Creek Public Schools,6.8,84.47,12,95,327,8,0.0,9.68,3.98,25.32,41568,27885,9332,377,966,0,297,33744,2332,2444,2183,9215,2484,798,34.8,33.2,36.8,4693,9397
50,13070,2015-2016,Harper Creek Community Schools,24.9,95.22,25,22,43,0,0.0,0.0,0.63,9.47,14945,13602,322,243,460,0,0,61813,598,860,949,2621,2078,723,45.0,44.1,46.1,388,4135
51,13070,2016-2017,Harper Creek Community Schools,33.5,95.96,26,26,68,0,0.0,0.0,0.62,10.37,14945,13602,322,243,460,0,0,61813,598,860,949,2621,2078,723,45.0,44.1,46.1,388,4135
52,13070,2017-2018,Harper Creek Community Schools,26.2,95.27,21,21,60,0,0.0,0.0,0.0,10.86,14945,13602,322,243,460,0,0,61813,598,860,949,2621,2078,723,45.0,44.1,46.1,388,4135
53,13070,2018-2019,Harper Creek Community Schools,33.6,95.15,20,22,48,15,0.0,0.0,0.0,10.53,14945,13602,322,243,460,0,0,61813,598,860,949,2621,2078,723,45.0,44.1,46.1,388,4135
54,13070,2020-2021,Harper Creek Community Schools,23.1,92.23,15,25,31,11,0.0,0.0,0.0,15.15,14945,13602,322,243,460,0,0,61813,598,860,949,2621,2078,723,45.0,44.1,46.1,388,4135
55,13110,2015-2016,Marshall Public Schools,38.5,95.13,18,29,5,0,0.0,0.0,1.84,8.16,25726,21791,2964,55,158,0,91,47015,1555,1271,1310,4941,2598,1396,39.7,36.8,41.9,1673,6193
56,13110,2016-2017,Marshall Public Schools,19.9,94.38,17,31,5,0,0.0,7.69,3.17,12.31,25726,21791,2964,55,158,0,91,47015,1555,1271,1310,4941,2598,1396,39.7,36.8,41.9,1673,6193
57,13110,2017-2018,Marshall Public Schools,33.3,94.17,14,34,5,0,0.0,0.0,1.69,14.03,25726,21791,2964,55,158,0,91,47015,1555,1271,1310,4941,2598,1396,39.7,36.8,41.9,1673,6193
58,13110,2018-2019,Marshall Public Schools,32.9,93.92,14,37,12,40,0.0,0.0,0.89,14.7,25726,21791,2964,55,158,0,91,47015,1555,1271,1310,4941,2598,1396,39.7,36.8,41.9,1673,6193
59,13110,2020-2021,Marshall Public Schools,28.8,83.55,10,25,15,48,0.0,0.0,1.19,16.94,25726,21791,2964,55,158,0,91,47015,1555,1271,1310,4941,2598,1396,39.7,36.8,41.9,1673,6193
60,13135,2015-2016,Union City Community Schools,33.3,94.84,5,2,5,0,0.0,0.0,1.56,10.22,5908,5760,2,19,26,0,15,49107,319,291,266,1663,319,113,42.3,42.5,42.3,453,1635
61,13135,2016-2017,Union City Community Schools,26.7,94.83,4,4,5,0,0.0,0.0,1.54,8.65,5908,5760,2,19,26,0,15,49107,319,291,266,1663,319,113,42.3,42.5,42.3,453,1635
62,13135,2017-2018,Union City Community Schools,31.6,94.28,3,3,5,0,0.0,0.0,0.0,5.95,5908,5760,2,19,26,0,15,49107,319,291,266,1663,319,113,42.3,42.5,42.3,453,1635
63,13135,2018-2019,Union City Community Schools,28.6,94.25,1,3,5,4,0.0,0.0,0.0,9.23,5908,5760,2,19,26,0,15,49107,319,291,266,1663,319,113,42.3,42.5,42.3,453,1635
64,13135,2020-2021,Union City Community Schools,49.4,96.24,0,2,5,0,0.0,0.0,2.74,19.53,5908,5760,2,19,26,0,15,49107,319,291,266,1663,319,113,42.3,42.5,42.3,453,1635
65,14030,2015-2016,Edwardsburg Public Schools,39.4,96.38,17,23,37,0,0.0,0.0,2.07,34.83,12668,12054,63,19,143,0,19,65362,653,566,808,2281,1320,547,43.9,42.7,44.8,469,3644
66,14030,2016-2017,Edwardsburg Public Schools,41.3,95.75,22,20,30,0,0.0,0.0,0.0,33.29,12668,12054,63,19,143,0,19,65362,653,566,808,2281,1320,547,43.9,42.7,44.8,469,3644
67,14030,2017-2018,Edwardsburg Public Schools,36.4,95.08,22,17,26,0,0.0,0.0,0.0,31.32,12668,12054,63,19,143,0,19,65362,653,566,808,2281,1320,547,43.9,42.7,44.8,469,3644
68,14030,2018-2019,Edwardsburg Public Schools,51.1,95.04,20,13,21,35,0.0,0.0,0.0,30.85,12668,12054,63,19,143,0,19,65362,653,566,808,2281,1320,547,43.9,42.7,44.8,469,3644
69,14030,2020-2021,Edwardsburg Public Schools,40.3,94.06,16,9,21,36,0.0,0.0,0.0,30.01,12668,12054,63,19,143,0,19,65362,653,566,808,2281,1320,547,43.9,42.7,44.8,469,3644
70,15020,2015-2016,Boyne City Public Schools,60.2,97.35,12,9,5,0,0.0,0.0,1.06,14.94,8343,7980,53,75,55,22,3,58847,336,426,455,1435,1183,654,47.5,47.0,48.0,234,2358
71,15020,2016-2017,Boyne City Public Schools,57.9,97.15,21,13,5,0,0.0,0.0,1.0,18.92,8343,7980,53,75,55,22,3,58847,336,426,455,1435,1183,654,47.5,47.0,48.0,234,2358
72,15020,2017-2018,Boyne City Public Schools,41.6,94.88,18,17,5,0,0.0,0.0,2.63,18.5,8343,7980,53,75,55,22,3,58847,336,426,455,1435,1183,654,47.5,47.0,48.0,234,2358
73,15020,2018-2019,Boyne City Public Schools,56.7,94.53,18,13,5,40,0.0,0.0,2.8,26.15,8343,7980,53,75,55,22,3,58847,336,426,455,1435,1183,654,47.5,47.0,48.0,234,2358
74,15020,2020-2021,Boyne City Public Schools,40.2,95.36,15,14,5,32,0.0,0.0,0.87,33.96,8343,7980,53,75,55,22,3,58847,336,426,455,1435,1183,654,47.5,47.0,48.0,234,2358
75,15050,2015-2016,Charlevoix Public Schools,43.9,97.49,29,18,5,0,0.0,0.0,0.0,15.54,8267,7856,46,198,25,0,12,49167,286,361,383,1385,1321,562,49.7,48.5,50.5,259,2323
76,15050,2016-2017,Charlevoix Public Schools,55.6,96.38,28,17,5,0,0.0,0.0,0.0,12.96,8267,7856,46,198,25,0,12,49167,286,361,383,1385,1321,562,49.7,48.5,50.5,259,2323
77,15050,2017-2018,Charlevoix Public Schools,50.0,94.32,22,15,5,0,0.0,0.0,0.0,11.41,8267,7856,46,198,25,0,12,49167,286,361,383,1385,1321,562,49.7,48.5,50.5,259,2323
78,15050,2018-2019,Charlevoix Public Schools,45.5,94.70,19,15,5,0,0.0,0.0,0.0,17.67,8267,7856,46,198,25,0,12,49167,286,361,383,1385,1321,562,49.7,48.5,50.5,259,2323
79,15050,2020-2021,Charlevoix Public Schools,52.0,95.28,20,9,5,0,0.0,0.0,0.0,53.1,8267,7856,46,198,25,0,12,49167,286,361,383,1385,1321,562,49.7,48.5,50.5,259,2323
80,15060,2015-2016,East Jordan Public Schools,28.2,99.00,15,2,5,0,0.0,16.67,4.17,5.83,7054,6731,25,47,42,0,70,50580,389,413,366,1772,679,343,46.4,47.1,45.3,425,2004
81,15060,2016-2017,East Jordan Public Schools,16.9,97.67,14,2,5,0,0.0,0.0,0.0,7.22,7054,6731,25,47,42,0,70,50580,389,413,366,1772,679,343,46.4,47.1,45.3,425,2004
82,15060,2017-2018,East Jordan Public Schools,23.9,96.26,14,3,5,0,0.0,0.0,0.0,9.03,7054,6731,25,47,42,0,70,50580,389,413,366,1772,679,343,46.4,47.1,45.3,425,2004
83,15060,2018-2019,East Jordan Public Schools,43.1,94.46,14,0,5,0,0.0,0.0,3.92,12.23,7054,6731,25,47,42,0,70,50580,389,413,366,1772,679,343,46.4,47.1,45.3,425,2004
84,15060,2020-2021,East Jordan Public Schools,45.1,94.29,7,0,5,0,0.0,0.0,0.0,19.82,7054,6731,25,47,42,0,70,50580,389,413,366,1772,679,343,46.4,47.1,45.3,425,2004
85,17010,2015-2016,Sault Ste. Marie Area Schools,25.9,94.93,805,26,5,0,0.0,0.0,0.65,11.51,20330,15116,604,2873,246,49,1,42312,753,982,813,3246,2489,660,37.4,36.2,39.7,1370,4603
86,17010,2016-2017,Sault Ste. Marie Area Schools,28.7,94.41,830,25,5,0,0.0,33.33,10.0,14.17,20330,15116,604,2873,246,49,1,42312,753,982,813,3246,2489,660,37.4,36.2,39.7,1370,4603
87,17010,2017-2018,Sault Ste. Marie Area Schools,34.6,92.72,808,23,5,0,0.0,0.0,1.87,17.97,20330,15116,604,2873,246,49,1,42312,753,982,813,3246,2489,660,37.4,36.2,39.7,1370,4603
88,17010,2018-2019,Sault Ste. Marie Area Schools,43.2,93.05,745,20,5,12,0.0,0.0,0.87,21.21,20330,15116,604,2873,246,49,1,42312,753,982,813,3246,2489,660,37.4,36.2,39.7,1370,4603
89,17010,2020-2021,Sault Ste. Marie Area Schools,44.4,91.20,722,14,5,4,0.0,0.0,0.0,27.94,20330,15116,604,2873,246,49,1,42312,753,982,813,3246,2489,660,37.4,36.2,39.7,1370,4603
90,18010,2015-2016,Clare Public Schools,21.9,95.00,10,9,5,0,0.0,0.0,1.15,11.99,8411,8107,41,56,48,0,17,50750,583,324,290,1766,719,434,41.1,41.0,41.2,296,2240
91,18010,2016-2017,Clare Public Schools,37.6,94.39,11,7,5,0,0.0,37.5,2.2,17.7,8411,8107,41,56,48,0,17,50750,583,324,290,1766,719,434,41.1,41.0,41.2,296,2240
92,18010,2017-2018,Clare Public Schools,34.7,93.59,9,5,5,0,0.0,0.0,1.09,22.03,8411,8107,41,56,48,0,17,50750,583,324,290,1766,719,434,41.1,41.0,41.2,296,2240
93,18010,2018-2019,Clare Public Schools,45.6,95.02,11,7,5,31,0.0,11.11,4.08,26.89,8411,8107,41,56,48,0,17,50750,583,324,290,1766,719,434,41.1,41.0,41.2,296,2240
94,18010,2020-2021,Clare Public Schools,39.3,94.10,11,2,5,9,11.11,0.0,0.0,33.8,8411,8107,41,56,48,0,17,50750,583,324,290,1766,719,434,41.1,41.0,41.2,296,2240
95,18060,2015-2016,Harrison Community Schools,23.9,94.45,5,3,5,0,0.0,0.0,0.0,13.27,12780,12299,84,58,49,0,62,32328,428,424,536,3190,503,259,50.3,48.8,51.6,1291,3412
96,18060,2016-2017,Harrison Community Schools,20.0,94.36,4,3,5,0,0.0,0.0,2.53,15.15,12780,12299,84,58,49,0,62,32328,428,424,536,3190,503,259,50.3,48.8,51.6,1291,3412
97,18060,2017-2018,Harrison Community Schools,14.6,93.85,3,6,5,0,0.0,0.0,2.41,16.9,12780,12299,84,58,49,0,62,32328,428,424,536,3190,503,259,50.3,48.8,51.6,1291,3412
98,18060,2018-2019,Harrison Community Schools,19.8,92.87,2,8,5,0,0.0,0.0,1.18,18.82,12780,12299,84,58,49,0,62,32328,428,424,536,3190,503,259,50.3,48.8,51.6,1291,3412
99,18060,2020-2021,Harrison Community Schools,22.0,91.23,4,3,5,0,0.0,0.0,0.0,26.13,12780,12299,84,58,49,0,62,32328,428,424,536,3190,503,259,50.3,48.8,51.6,1291,3412
100,19010,2015-2016,DeWitt Public Schools,48.7,96.96,7,47,5,0,0.0,0.0,0.0,9.44,14751,13870,476,70,113,0,56,91932,771,1055,1018,1355,2961,1197,40.2,40.6,39.8,176,4099
101,19010,2016-2017,DeWitt Public Schools,47.6,96.20,9,44,26,0,0.0,0.0,0.0,10.26,14751,13870,476,70,113,0,56,91932,771,1055,1018,1355,2961,1197,40.2,40.6,39.8,176,4099
102,19010,2017-2018,DeWitt Public Schools,47.0,95.54,6,39,29,0,0.0,0.0,0.0,11.18,14751,13870,476,70,113,0,56,91932,771,1055,1018,1355,2961,1197,40.2,40.6,39.8,176,4099
103,19010,2018-2019,DeWitt Public Schools,59.4,95.31,7,42,36,12,0.0,0.0,0.0,12.24,14751,13870,476,70,113,0,56,91932,771,1055,1018,1355,2961,1197,40.2,40.6,39.8,176,4099
104,19010,2020-2021,DeWitt Public Schools,64.6,95.94,6,39,35,9,0.0,0.0,0.0,15.67,14751,13870,476,70,113,0,56,91932,771,1055,1018,1355,2961,1197,40.2,40.6,39.8,176,4099
105,19070,2015-2016,Fowler Public Schools,56.1,97.45,0,8,14,0,0.0,0.0,0.0,12.05,2734,2654,12,0,11,0,12,65156,154,147,251,694,245,88,34.6,33.0,36.6,83,693
106,19070,2016-2017,Fowler Public Schools,48.5,96.89,0,7,14,0,0.0,0.0,0.0,14.37,2734,2654,12,0,11,0,12,65156,154,147,251,694,245,88,34.6,33.0,36.6,83,693
107,19070,2017-2018,Fowler Public Schools,30.2,96.42,0,6,20,0,0.0,0.0,0.0,15.56,2734,2654,12,0,11,0,12,65156,154,147,251,694,245,88,34.6,33.0,36.6,83,693
108,19070,2018-2019,Fowler Public Schools,53.1,95.96,0,5,13,0,0.0,0.0,0.0,16.24,2734,2654,12,0,11,0,12,65156,154,147,251,694,245,88,34.6,33.0,36.6,83,693
109,19070,2020-2021,Fowler Public Schools,58.8,95.34,0,3,12,2,0.0,0.0,0.0,17.82,2734,2654,12,0,11,0,12,65156,154,147,251,694,245,88,34.6,33.0,36.6,83,693
110,19100,2015-2016,Bath Community Schools,20.8,95.25,2,14,5,0,0.0,0.0,0.0,13.99,7824,7184,253,7,159,0,9,66289,241,190,328,1119,1399,536,40.7,39.6,43.7,160,2056
111,19100,2016-2017,Bath Community Schools,24.1,94.96,1,11,5,0,0.0,0.0,1.47,11.9,7824,7184,253,7,159,0,9,66289,241,190,328,1119,1399,536,40.7,39.6,43.7,160,2056
112,19100,2017-2018,Bath Community Schools,36.7,93.99,2,18,5,0,0.0,0.0,1.33,13.84,7824,7184,253,7,159,0,9,66289,241,190,328,1119,1399,536,40.7,39.6,43.7,160,2056
113,19100,2018-2019,Bath Community Schools,36.6,93.75,4,14,5,0,0.0,0.0,1.49,13.71,7824,7184,253,7,159,0,9,66289,241,190,328,1119,1399,536,40.7,39.6,43.7,160,2056
114,19100,2020-2021,Bath Community Schools,26.5,94.77,2,11,5,4,0.0,0.0,0.0,12.85,7824,7184,253,7,159,0,9,66289,241,190,328,1119,1399,536,40.7,39.6,43.7,160,2056
115,19120,2015-2016,Ovid-Elsie Area Schools,38.1,95.64,2,8,12,0,0.0,0.0,1.15,20.91,9503,9084,71,14,40,0,32,54323,567,432,619,2403,685,196,41.8,41.4,42.1,499,2529
116,19120,2016-2017,Ovid-Elsie Area Schools,45.5,94.47,2,6,32,0,0.0,0.0,0.0,23.91,9503,9084,71,14,40,0,32,54323,567,432,619,2403,685,196,41.8,41.4,42.1,499,2529
117,19120,2017-2018,Ovid-Elsie Area Schools,50.0,93.51,1,3,32,0,0.0,0.0,0.0,24.52,9503,9084,71,14,40,0,32,54323,567,432,619,2403,685,196,41.8,41.4,42.1,499,2529
118,19120,2018-2019,Ovid-Elsie Area Schools,55.6,93.33,1,3,35,0,0.0,0.0,1.05,25.33,9503,9084,71,14,40,0,32,54323,567,432,619,2403,685,196,41.8,41.4,42.1,499,2529
119,19120,2020-2021,Ovid-Elsie Area Schools,40.0,96.25,1,3,24,6,0.0,0.0,0.0,31.7,9503,9084,71,14,40,0,32,54323,567,432,619,2403,685,196,41.8,41.4,42.1,499,2529
120,19140,2015-2016,St. Johns Public Schools,22.0,96.41,21,14,38,0,0.0,0.0,0.0,13.36,19919,19234,162,42,105,0,32,63232,1113,955,1081,3877,2186,822,42.2,40.3,43.6,658,5365
121,19140,2016-2017,St. Johns Public Schools,46.2,96.68,20,11,40,0,0.0,0.0,0.0,15.89,19919,19234,162,42,105,0,32,63232,1113,955,1081,3877,2186,822,42.2,40.3,43.6,658,5365
122,19140,2017-2018,St. Johns Public Schools,50.7,95.53,20,7,29,0,0.0,0.0,1.23,15.05,19919,19234,162,42,105,0,32,63232,1113,955,1081,3877,2186,822,42.2,40.3,43.6,658,5365
123,19140,2018-2019,St. Johns Public Schools,53.4,95.49,20,12,33,0,0.0,0.0,0.0,16.43,19919,19234,162,42,105,0,32,63232,1113,955,1081,3877,2186,822,42.2,40.3,43.6,658,5365
124,19140,2020-2021,St. Johns Public Schools,33.0,96.35,16,10,32,22,0.0,0.0,0.0,22.11,19919,19234,162,42,105,0,32,63232,1113,955,1081,3877,2186,822,42.2,40.3,43.6,658,5365
125,20015,2015-2016,Crawford AuSable Schools,51.4,95.61,5,21,5,0,0.0,0.0,2.78,23.83,12019,11525,84,55,116,0,49,47941,536,436,631,2404,1097,424,49.2,48.1,50.5,702,3529
126,20015,2016-2017,Crawford AuSable Schools,46.9,95.05,5,20,5,0,0.0,0.0,0.89,26.24,12019,11525,84,55,116,0,49,47941,536,436,631,2404,1097,424,49.2,48.1,50.5,702,3529
127,20015,2017-2018,Crawford AuSable Schools,54.8,94.71,4,19,5,0,0.0,0.0,0.0,27.4,12019,11525,84,55,116,0,49,47941,536,436,631,2404,1097,424,49.2,48.1,50.5,702,3529
128,20015,2018-2019,Crawford AuSable Schools,55.6,94.41,4,14,5,7,0.0,0.0,2.63,30.27,12019,11525,84,55,116,0,49,47941,536,436,631,2404,1097,424,49.2,48.1,50.5,702,3529
129,20015,2020-2021,Crawford AuSable Schools,61.1,95.00,3,9,5,4,0.0,0.0,0.0,33.97,12019,11525,84,55,116,0,49,47941,536,436,631,2404,1097,424,49.2,48.1,50.5,702,3529
130,2070,2015-2016,Munising Public Schools,24.5,95.61,114,2,5,0,0.0,0.0,0.0,14.39,5935,4801,672,215,8,0,12,42500,193,198,255,1312,461,195,44.2,38.0,51.5,224,1125
131,2070,2016-2017,Munising Public Schools,15.4,95.49,102,3,5,0,0.0,0.0,0.0,14.94,5935,4801,672,215,8,0,12,42500,193,198,255,1312,461,195,44.2,38.0,51.5,224,1125
132,2070,2017-2018,Munising Public Schools,24.5,92.25,106,3,5,0,0.0,0.0,0.0,15.84,5935,4801,672,215,8,0,12,42500,193,198,255,1312,461,195,44.2,38.0,51.5,224,1125
133,2070,2018-2019,Munising Public Schools,29.5,91.08,103,3,5,5,0.0,0.0,0.0,16.61,5935,4801,672,215,8,0,12,42500,193,198,255,1312,461,195,44.2,38.0,51.5,224,1125
134,2070,2020-2021,Munising Public Schools,29.5,88.37,98,2,5,5,0.0,0.0,0.0,19.7,5935,4801,672,215,8,0,12,42500,193,198,255,1312,461,195,44.2,38.0,51.5,224,1125
135,21025,2015-2016,Gladstone Area Schools,18.1,96.22,92,5,5,0,0.0,0.0,0.0,5.76,9234,8820,0,130,18,0,0,55495,412,481,582,2143,1095,301,45.6,44.0,46.5,500,2521
136,21025,2016-2017,Gladstone Area Schools,33.6,95.99,81,5,5,0,0.0,0.0,0.0,6.24,9234,8820,0,130,18,0,0,55495,412,481,582,2143,1095,301,45.6,44.0,46.5,500,2521
137,21025,2017-2018,Gladstone Area Schools,35.2,94.75,72,3,5,0,0.0,0.0,1.08,6.88,9234,8820,0,130,18,0,0,55495,412,481,582,2143,1095,301,45.6,44.0,46.5,500,2521
138,21025,2018-2019,Gladstone Area Schools,45.7,95.47,95,2,5,0,0.0,0.0,0.0,4.98,9234,8820,0,130,18,0,0,55495,412,481,582,2143,1095,301,45.6,44.0,46.5,500,2521
139,21025,2020-2021,Gladstone Area Schools,37.8,92.18,63,2,5,0,0.0,0.0,0.0,12.19,9234,8820,0,130,18,0,0,55495,412,481,582,2143,1095,301,45.6,44.0,46.5,500,2521
140,22010,2015-2016,Iron Mountain Public Schools,16.7,91.73,6,14,5,0,0.0,0.0,0.0,-3.67,7406,7193,76,43,52,0,2,44776,300,354,466,1494,925,333,42.0,41.1,43.6,478,1988
141,22010,2016-2017,Iron Mountain Public Schools,33.9,90.95,6,13,5,0,0.0,0.0,0.0,-5.51,7406,7193,76,43,52,0,2,44776,300,354,466,1494,925,333,42.0,41.1,43.6,478,1988
142,22010,2017-2018,Iron Mountain Public Schools,15.6,90.03,4,13,5,0,0.0,0.0,0.0,2.71,7406,7193,76,43,52,0,2,44776,300,354,466,1494,925,333,42.0,41.1,43.6,478,1988
143,22010,2018-2019,Iron Mountain Public Schools,45.5,87.08,3,12,5,7,0.0,0.0,0.0,5.01,7406,7193,76,43,52,0,2,44776,300,354,466,1494,925,333,42.0,41.1,43.6,478,1988
144,22010,2020-2021,Iron Mountain Public Schools,25.9,92.35,3,8,15,12,0.0,0.0,0.0,18.5,7406,7193,76,43,52,0,2,44776,300,354,466,1494,925,333,42.0,41.1,43.6,478,1988
145,22025,2015-2016,Norway-Vulcan Area Schools,40.9,97.35,1,1,5,0,0.0,0.0,0.0,5.35,5338,5152,4,16,40,0,5,51714,151,100,263,1302,907,246,50.6,50.2,51.4,141,1531
146,22025,2016-2017,Norway-Vulcan Area Schools,51.0,95.98,0,1,5,0,0.0,0.0,0.0,8.27,5338,5152,4,16,40,0,5,51714,151,100,263,1302,907,246,50.6,50.2,51.4,141,1531
147,22025,2017-2018,Norway-Vulcan Area Schools,54.2,95.30,0,1,5,0,0.0,0.0,2.08,10.91,5338,5152,4,16,40,0,5,51714,151,100,263,1302,907,246,50.6,50.2,51.4,141,1531
148,22025,2018-2019,Norway-Vulcan Area Schools,54.5,94.96,0,0,5,16,0.0,0.0,2.13,14.9,5338,5152,4,16,40,0,5,51714,151,100,263,1302,907,246,50.6,50.2,51.4,141,1531
149,22025,2020-2021,Norway-Vulcan Area Schools,48.7,94.55,0,0,5,13,0.0,0.0,0.0,16.19,5338,5152,4,16,40,0,5,51714,151,100,263,1302,907,246,50.6,50.2,51.4,141,1531
150,23030,2015-2016,Charlotte Public Schools,39.7,95.10,13,15,17,0,0.0,0.0,0.66,21.14,19452,18550,168,136,84,0,214,62625,836,1018,1144,3765,1575,618,42.3,41.0,44.1,915,5203
151,23030,2016-2017,Charlotte Public Schools,34.8,95.05,11,20,16,0,0.0,0.0,0.64,16.95,19452,18550,168,136,84,0,214,62625,836,1018,1144,3765,1575,618,42.3,41.0,44.1,915,5203
152,23030,2017-2018,Charlotte Public Schools,29.9,94.18,11,18,15,0,0.0,0.0,0.0,18.56,19452,18550,168,136,84,0,214,62625,836,1018,1144,3765,1575,618,42.3,41.0,44.1,915,5203
153,23030,2018-2019,Charlotte Public Schools,30.5,93.84,10,17,16,29,0.0,0.0,0.0,16.59,19452,18550,168,136,84,0,214,62625,836,1018,1144,3765,1575,618,42.3,41.0,44.1,915,5203
154,23030,2020-2021,Charlotte Public Schools,22.5,92.85,5,13,10,24,0.0,0.0,0.0,19.98,19452,18550,168,136,84,0,214,62625,836,1018,1144,3765,1575,618,42.3,41.0,44.1,915,5203
155,23050,2015-2016,Eaton Rapids Public Schools,26.0,95.24,2,30,20,0,0.0,0.0,0.67,3.43,17180,16285,379,60,136,0,116,62780,741,761,1098,3406,1319,680,46.1,46.0,46.2,826,4760
