ISD Code,ISD Name,District Code,District Name,County Code,County Name,Entity Type,School Level,Locale,Fiscal Year,Revenue,Expenditures,Fund Balance,Years in Deficit,Pupil FTE Count,Resident Pupils Leaving,Non-Resident Pupils Coming,Current Ratio,Current Ratio Quartile,Fund Balance Change,Fund Balance Change Quartile,Operating Margin,Operating Margin Quartile,Debt Service Coverage Ratio,Debt Service Coverage Ratio Quartile,Days Cash on Hand,Days Cash on Hand Quartile,Fund Balance as % of Revenue,Fund Balance as % of Revenue Quartile,Fund Balance as % of Expenditure,Fund Balance as % of Expenditure Quartile,Revenue/Expenditure Ratio,Revenue/Expenditure Ratio Quartile,Enrollment Trend,Enrollment Trend Quartile,Compensation Trend,Compensation Trend Quartile
"31","Copper Country ISD","07010","Arvon Township School District","07","Baraga","LEA District","Elem_Middle School","Rural: Remote","2017","356175.00","363391.00","690538.00","0.00","12.00","20.00","8.00","37.1","1","-1.03","3","0.61","3",,,"690.41","1.00","193.88","1","203.83","1","0.98","4","34.98","1","3.32","3"
"29","Gratiot-Isabella RESD","29020","Ashley Community Schools","29","Gratiot","LEA District","Elem thru High School","Rural: Distant","2017","2688256.96","2617896.69","260960.07","0.00","256.36","75.57","48.00","1.39","3","36.92","1","2.62","2","12.95","3","50.12","2.00","9.71","3","10.05","3","1.03","2","-5.52","4","-2.49","1"
"13","Calhoun Intermediate School District","13050","Athens Area Schools","13","Calhoun","LEA District","Elem thru High School","Rural: Distant","2017","5243630.80","5175355.48","569872.20","0.00","532.81","254.55","64.00","1.61","3","13.61","2","1.42","3","3.45","1","51.72","2.00","10.87","3","11.19","3","1.01","2","-4.96","4","4.52","4"
"25","Genesee ISD","25130","Atherton Community Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2017","8684480.28","8861437.78","2136747.25","0.00","893.45","366.11","320.00","3.22","1","-7.65","4","-2.01","4","7.06","2","73.04","2.00","24.6","1","24.3","1","0.98","4","-3.13","4","-7.39","1"
"04","Alpena-Montmorency-Alcona ESD","60010","Atlanta Community Schools","60","Montmorency","LEA District","Elem thru High School","Rural: Remote","2017","2698150.95","2645252.04","79171.27","0.00","258.03","83.00","8.00","1.34","4","201.35","1","1.96","2","13.65","3","21.66","4.00","2.93","4","2.99","4","1.02","2","-0.26","2","-6.08","1"
"09","Bay-Arenac ISD","06020","Au Gres-Sims School District","06","Arenac","LEA District","Elem thru High School","Rural: Remote","2017","4148729.01","3992973.97","1050656.04","0.00","418.39","56.05","67.00","2.78","1","17.4","2","6.46","1","10.58","2","108.28","1.00","25.32","1","27.79","1","1.04","1","8.62","1","-1.76","2"
"50","Macomb ISD","50911","Academy of Warren","50","Macomb","PSA District","Elem_Middle School","City: Midsize","2017","5813142.00","5587096.00","1288046.00","0.00","652.07",,"646.00","3.65","1","21.29","2","14.56","1","10.17","2","38.29","3.00","22.16","1","25.99","1","1.04","1","19.59","1",,
"82","Wayne RESA","82998","ACE Academy (SDA)","82","Wayne","PSA District","Elem thru High School","Suburb: Large","2017","2827041.34","2491640.12","583919.34","0.00","170.54",,"163.00","3.44","1","134.96","1","11.86","1",,,"48.12","2.00","20.65","1","23.98","2","1.13","1","2.63","1",,
"82","Wayne RESA","82717","Achieve Charter Academy","82","Wayne","PSA District","Elem_Middle School","Rural: Fringe","2017","6132768.00","6133110.00","27373.00","0.00","769.54",,"767.00","1.03","4","-1.23","3","0.77","3",,,"1.65","4.00","0.45","4","0.45","4","1","3","0.35","2",,
"31","Copper Country ISD","31020","Adams Township School District","31","Houghton","LEA District","Elem thru High School","Rural: Distant","2017","4185489.26","4007823.45","290058.23","0.00","465.73","146.43","113.00","1.4","3","158.08","1","4.94","1","37.74","4","26.72","3.00","6.93","4","7.48","4","1.04","1","3.34","1","2.66","3"
"46","Lenawee ISD","46020","Addison Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Distant","2017","8159587.35","7987664.81","767989.37","0.00","839.29","321.30","171.00","1.72","3","28.84","1","2.11","2","17.28","4","36.96","3.00","9.41","3","9.72","3","1.02","2","-0.75","3","4","4"
"46","Lenawee ISD","46010","Adrian Public Schools","46","Lenawee","LEA District","Elem thru High School","Town: Distant","2017","33788962.81","33283536.38","3654716.83","0.00","2956.77","1678.68","292.30","2.09","2","16.05","2","2.29","2","56.03","4","13.71","4.00","10.82","3","11.31","3","1.02","2","-0.38","2","3.04","3"
"82","Wayne RESA","63914","Advanced Technology Academy","82","Wayne","PSA District","Elem thru High School","City: Small","2017","11943607.00","11711207.00","1476027.00","0.00","1255.49",,"1264.86","2","2","18.69","2","10.46","1","9.06","2","23.11","3.00","12.36","3","14.27","2","1.02","2","-0.73","3",,
"63","Oakland Schools","63901","AGBU Alex-Marie Manoogian School","63","Oakland","PSA District","Elem thru High School","City: Small","2017","3630243.00","3541491.00","688264.00","0.00","412.51",,"413.00","3.19","1","14.8","2","2.44","2",,,"36.49","3.00","18.96","2","19.43","2","1.03","2","5.39","1","0.58","2"
"58","Monroe ISD","58020","Airport Community Schools","58","Monroe","LEA District","Elem thru High School","Rural: Fringe","2017","26225146.06","25437696.81","4532426.04","0.00","2583.57","532.28","255.63","2.5","2","21.03","2","4.05","2","4.58","1","40.52","3.00","17.28","2","18.75","2","1.03","2","1.26","2","0.75","3"
"79","Tuscola ISD","79010","Akron-Fairgrove Schools","79","Tuscola","LEA District","Elem thru High School","Rural: Distant","2017","3009548.28","2960233.60","157796.60","0.00","272.30","177.67","19.00","1.1","4","45.46","1","2.76","2","24.56","4","132.46","1.00","5.24","4","5.41","4","1.02","2","-4.88","4","-3.67","1"
"15","Charlevoix-Emmet ISD","24030","Alanson Public Schools","24","Emmet","LEA District","Elem thru High School","Rural: Distant","2017","2617154.39","2719994.86","73780.53","0.00","228.58","309.28","31.62","1.22","4","-58.23","4","-3.8","4","8.63","2","27.76","3.00","2.82","4","2.77","4","0.96","4","-14.54","4","7.9","4"
"28","Northwest Education Services","05010","Alba Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2017","1396873.28","1410036.67","155848.23","0.00","125.18","78.82","38.00","1.75","3","-7.79","4","-0.94","4","12.8","3","51.78","2.00","11.16","3","11.21","3","0.99","4","-7.03","4","-10.44","1"
"04","Alpena-Montmorency-Alcona ESD","01010","Alcona Community Schools","01","Alcona","LEA District","Elem thru High School","Rural: Distant","2017","7855286.07","7828973.32","935109.12","0.00","704.65","98.32","171.00","2.2","2","2.9","3","0.33","3","0.32","1","57.28","2.00","11.9","3","12.46","3","1","3","-3.62","4","0.53","2"
"74","St. Clair County RESA","74030","Algonac Community School District","74","St. Clair","LEA District","Elem thru High School","Rural: Fringe","2017","15978292.56","15488858.56","1138985.07","0.00","1627.63","252.32","61.00","1.32","4","75.35","1","3.06","2","12.8","3","53.32","2.00","7.13","4","7.64","4","1.03","2","-1.77","3","-2.74","1"
"03","Allegan Area Educational Service Agency","03030","Allegan Public Schools","03","Allegan","LEA District","Elem thru High School","Town: Distant","2017","24773576.41","24406678.10","2735790.76","0.00","2544.55","496.07","145.00","1.72","3","15.49","2","1.48","3","16.07","3","36.89","3.00","11.04","3","11.47","3","1.02","2","-0.42","3","1.24","3"
"82","Wayne RESA","82020","Allen Park Public Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2017","36490122.96","37346031.22","1275568.11","0.00","3795.16","442.97","1027.80","1.21","4","-40.16","4","-2.07","4","59.59","4","9.38","4.00","3.5","4","3.47","4","0.98","4","-0.22","2","5.38","4"
"70","Ottawa Area ISD","70040","Allendale Public Schools","70","Ottawa","LEA District","Elem thru High School","Suburb: Large","2017","25940373.56","25854196.87","1235889.00","0.00","2662.62","195.73","249.73","1.26","4","7.5","2","0.6","3","39.95","4","30.24","3.00","4.76","4","4.96","4","1","3","-0.11","2","0.27","2"
"29","Gratiot-Isabella RESD","29010","Alma Public Schools","29","Gratiot","LEA District","Elem thru High School","Town: Distant","2017","21341678.44","20664764.15","2755327.71","0.00","2108.98","480.16","247.50","1.67","3","32.57","1","3.17","2","10.96","3","46.52","2.00","12.91","3","13.63","3","1.03","2","-0.51","3","-3.76","1"
"44","Lapeer ISD","44020","Almont Community Schools","44","Lapeer","LEA District","Elem thru High School","Rural: Fringe","2017","13382269.05","13453962.68","822539.16","0.00","1476.66","162.57","316.63","1.28","4","-8.02","4","-0.54","4","20.95","4","37.75","3.00","6.15","4","6.25","4","0.99","4","0.04","2","6.25","4"
"04","Alpena-Montmorency-Alcona ESD","04010","Alpena Public Schools","04","Alpena","LEA District","Elem thru High School","Town: Remote","2017","37459879.26","36229803.99","2373712.22","0.00","3864.75","136.34","87.55","1.22","4","107.56","1","5.04","1","4.79","1","65.11","2.00","6.34","4","6.82","4","1.03","2","-1.08","3","1.2","3"
"82","Wayne RESA","82981","American Montessori Academy","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","2017","4314015.00","4274555.00","1114795.00","0.00","489.73",,"490.97","4.46","1","3.67","3","8.49","1","7.93","2","39.86","3.00","25.84","1","29.02","1","1.01","2","3.07","1",,
"52","Marquette-Alger RESA","02010","AuTrain-Onota Public Schools","02","Alger","LEA District","Elem_Middle School","Rural: Distant","2017","1018281.81","963110.23","595697.93","0.00","34.00","61.81","10.00","7.26","1","10.21","2","19.03","1",,,"241.34","1.00","58.5","1","72.3","1","1.06","1","9.68","1","0.78","3"
"63","Oakland Schools","63070","Avondale School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2017","37596890.37","36700166.37","1860475.59","0.00","3640.43","476.76","764.43","1.34","4","93.05","1","2.39","2","50.12","4","17.93","4.00","4.95","4","5.08","4","1.02","2","1.25","2","-0.06","2"
"32","Huron ISD","32010","Bad Axe Public Schools","32","Huron","LEA District","Elem thru High School","Town: Remote","2017","9524723.29","9568720.23","2965036.10","0.00","965.64","259.62","211.01","2.46","2","-1.46","3","-0.46","4","12.18","3","127.05","1.00","31.13","1","31.55","1","1","3","-4.62","4","0.48","2"
"53","West Shore Educational Service District","43040","Baldwin Community Schools","43","Lake","LEA District","Elem thru High School","Rural: Remote","2017","18518037.17","18621978.16","2127208.35","0.00","511.68","287.90","12.59","1.49","3","-4.66","4","-0.56","4","3.76","1","92.96","1.00","11.49","3","27.47","1","0.99","4","-6.93","4","7","4"
"80","Van Buren ISD","80020","Bangor Public Schools (Van Buren)","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2017","12267160.38","12012680.56","1044711.35","0.00","1208.94","306.13","140.81","1.25","4","32.2","1","2.5","2","4.62","1","93.87","1.00","8.52","3","8.89","3","1.02","2","-1.52","3","-8.63","1"
"80","Van Buren ISD","80240","Bangor Township S/D #8","80","Van Buren","LEA District","Elem_Middle School","Rural: Distant","2017","203982.90","205721.22","195263.35","0.00","23.83",,"12.83","5.93","1","-0.88","3","-0.85","4",,,"351.25","1.00","95.73","1","94.92","1","0.99","4","-20.11","4","2.73","3"
"09","Bay-Arenac ISD","09030","Bangor Township Schools","09","Bay","LEA District","Elem thru High School","Suburb: Small","2017","23457816.50","23212498.73","3129410.64","0.00","2563.69","269.32","987.28","2.12","2","8.51","2","3.53","2","4.26","1","36.26","3.00","13.34","2","14.24","3","1.01","2","2.08","2","5.34","4"
"31","Copper Country ISD","07020","Baraga Area Schools","07","Baraga","LEA District","Elem thru High School","Rural: Remote","2017","5038559.94","4961533.87","1714807.77","0.00","404.84","98.00","46.94","3.45","1","4.7","3","1.57","3","13.85","3","126.20","1.00","34.03","1","35.06","1","1.02","2","-4.81","4","5.63","4"
"21","Delta-Schoolcraft ISD","21090","Bark River-Harris School District","55","Menominee","LEA District","Elem thru High School","Rural: Remote","2017","7097540.84","7060978.65","2013760.52","0.00","725.40","180.55","261.00","3.9","1","1.85","3","0.72","3","3.68","1","77.61","1.00","28.37","1","30.95","1","1.01","2","-1.59","3","4.27","4"
"19","Clinton County RESA","19100","Bath Community Schools","19","Clinton","LEA District","Elem thru High School","Suburb: Large","2017","10335223.46","10476607.95","1227224.67","0.00","1121.26","206.27","264.00","2.01","2","-10.33","4","-1.37","4","17.08","4","26.69","3.00","11.87","3","11.9","3","0.99","4","0.15","2","2.08","3"
"13","Calhoun Intermediate School District","13904","Battle Creek Area Learning Center","13","Calhoun","PSA District","High School","City: Small","2017","1424198.54","1341710.95","290333.04","0.00","157.63",,"155.72","3.97","1","39.69","1","5.79","1",,,"3.67","4.00","20.39","2","21.67","2","1.06","1","-12.53","4",,
"13","Calhoun Intermediate School District","13020","Battle Creek Public Schools","13","Calhoun","LEA District","Elem thru High School","City: Small","2017","50836987.03","50505865.63","5354467.39","0.00","4244.63","3693.76","303.49","1.24","4","13.06","2","0.65","3","7.37","2","134.60","1.00","10.53","3","10.73","3","1.01","2","-7.61","4","-1.75","2"
"09","Bay-Arenac ISD","09010","Bay City School District","09","Bay","LEA District","Elem thru High School","City: Small","2017","72711228.07","70620710.60","5986376.79","0.00","7884.09","2627.91","462.50","1.33","4","53.66","1","4.49","1","7.99","2","54.91","2.00","8.23","3","8.86","3","1.03","2","-0.95","3","-0.14","2"
"09","Bay-Arenac ISD","09902","State Street Academy","09","Bay","PSA District","Elem_Middle School","City: Small","2017","1403728.38","1377176.64","359978.53","0.00","124.80",,"125.00","2.35","2","7.96","2","17.24","1","37.41","4","61.08","2.00","25.64","1","31","1","1.02","2","-11.26","4",,
"09","Bay-Arenac ISD","09901","Bay-Arenac Community High School","09","Bay","PSA District","High School","Suburb: Small","2017","1599126.75","1683145.96","558474.06","0.00","159.16",,"161.16","2.98","1","-13.08","4","-5.25","4",,,"115.02","1.00","34.92","1","41.7","1","0.95","4","-9.47","4","-0.27","2"
"29","Gratiot-Isabella RESD","37040","Beal City Public Schools","37","Isabella","LEA District","Elem thru High School","Rural: Distant","2017","6488103.42","6443236.40","1662275.34","0.00","702.75","59.38","313.94","3.54","1","2.77","3","3","2","8.34","2","60.67","2.00","25.62","1","26.82","1","1.01","2","1.09","2","1.79","3"
"51","Manistee ISD","51020","Bear Lake Schools","51","Manistee","LEA District","Elem thru High School","Rural: Remote","2017","2711396.82","2741255.55","516228.11","0.00","269.19","113.09","98.00","3.18","1","-5.47","4","-0.9","4","13.48","3","57.16","2.00","19.04","2","19.93","2","0.99","4","-9.76","4","-1.54","2"
"15","Charlevoix-Emmet ISD","15010","Beaver Island Community School","15","Charlevoix","LEA District","Elem thru High School","Rural: Remote","2017","2117852.50","2149643.75","589612.62","0.00","49.66","1.00",,"2.53","2","-5.12","4","-1.23","4","60.29","4","148.83","1.00","27.84","1","27.86","1","0.99","4","29.66","1","-10.41","1"
"18","Clare-Gladwin Regional Education Service District","26010","Beaverton Schools","26","Gladwin","LEA District","Elem thru High School","Rural: Distant","2017","10552677.82","10368751.46","1240900.81","0.00","1087.25","268.90","104.00","1.54","3","17.4","2","1.74","2","6.25","1","68.95","2.00","11.76","3","12.23","3","1.02","2","-5.95","4","-4.22","1"
"58","Monroe ISD","58030","Bedford Public Schools","58","Monroe","LEA District","Elem thru High School","Suburb: Large","2017","42047058.47","41139859.70","1044926.80","0.00","4360.99","506.73","114.74","1.07","4","184.45","1","2.16","2","1.75","1","76.30","2.00","2.49","4","2.62","4","1.02","2","-2.16","3","1.59","3"
"25","Genesee ISD","25240","Beecher Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2017","12224057.28","11418133.14","-1126536.54","5.00","871.63","691.18","121.00","0.75","4","41.7","1","6.59","1","4.77","1","38.72","3.00","-9.22","4","-10.18","4","1.07","1","-10.12","4","-18.71","1"
"34","Ionia ISD","34080","Belding Area School District","34","Ionia","LEA District","Elem thru High School","Town: Distant","2017","17728584.02","18226380.37","1851746.04","0.00","1864.76","426.57","100.00","1.59","3","-21.19","4","-2.81","4","26.79","4","39.99","3.00","10.44","3","10.36","3","0.97","4","-2.1","3","-1.26","2"
"28","Northwest Education Services","05040","Bellaire Public Schools","05","Antrim","LEA District","Elem thru High School","Rural: Remote","2017","4114963.67","3858249.89","1056333.89","0.00","396.26","93.40","48.00","3.35","1","32.1","1","6.28","1","19.99","4","125.07","1.00","25.67","1","27.7","1","1.07","1","4.3","1","0.75","3"
"13","Calhoun Intermediate School District","23010","Bellevue Community Schools","23","Eaton","LEA District","Elem thru High School","Rural: Distant","2017","5941136.82","5625455.28","603332.61","0.00","606.50","341.91","78.20","1.47","3","109.74","1","5.31","1","80.71","4","49.35","2.00","10.16","3","10.87","3","1.06","1","7.43","1","9.7","4"
"25","Genesee ISD","25060","Bendle Public Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2017","11722376.91","11160277.43","5424060.98","0.00","1184.54","192.76","305.50","5.49","1","11.56","2","5.08","1","5.04","1","145.56","1.00","46.27","1","49.83","1","1.05","1","-0.39","2","-3.96","1"
"25","Genesee ISD","25230","Bentley Community School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2017","7925669.90","8082078.96","1882922.11","0.00","812.64","300.83","233.00","3.22","1","-7.67","4","-1.97","4","6.82","2","57.87","2.00","23.76","1","23.5","2","0.98","4","-5.56","4","5.97","4"
"11","Berrien RESA","11010","Benton Harbor Area Schools","11","Berrien","LEA District","Elem thru High School","City: Small","2017","32324635.90","26062965.80","-5413632.63","11.00","2261.78","3296.18","1.00","0.62","4","53.63","1","19.37","1","1.66","1","8.98","4.00","-16.75","4","-21.41","4","1.24","1","2.56","1","-6.46","1"
"11","Berrien RESA","11903","Benton Harbor Charter School Academy","11","Berrien","PSA District","Elem thru High School","City: Small","2017","4181870.44","4094393.73","801388.97","0.00","430.17",,"433.00","2.39","2","12.25","2","16.11","1","14.89","3","20.99","4.00","19.16","2","24.35","1","1.02","2","-3.21","4",,
"28","Northwest Education Services","10015","Benzie County Central Schools","10","Benzie","LEA District","Elem thru High School","Rural: Remote","2017","14415365.64","14663982.51","752853.30","0.00","1513.11","589.56","94.00","1.34","4","-24.83","4","-1.72","4","8.75","2","39.69","3.00","5.22","4","5.29","4","0.98","4","0.45","2","-1.34","2"
"63","Oakland Schools","63050","Berkley School District","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2017","57162839.19","55278255.05","4441381.67","0.00","5687.23","167.61","2230.82","1.58","3","73.71","1","3.74","2","10.38","2","13.94","4.00","7.77","3","8.1","4","1.03","2","6.75","1","2.77","3"
"34","Ionia ISD","34140","Berlin Township S/D #3","34","Ionia","LEA District","Elem_Middle School","Rural: Distant","2017","212796.00","204464.00","211547.00","0.00","9.00","39.00","9.00","8.53","1","4.1","3","3.92","2",,,"382.76","1.00","99.41","1","107.36","1","1.04","1","-62.72","4","-15.99","1"
"11","Berrien RESA","11240","Berrien Springs Public Schools","11","Berrien","LEA District","Elem thru High School","Town: Fringe","2017","37544460.04","36718341.54","10716188.94","0.00","4107.40","226.40","2613.20","4.35","1","8.35","2","3","2","2.33","1","72.57","2.00","28.54","1","36.61","1","1.02","2","8.65","1","5.96","4"
"27","Gogebic-Ontonagon ISD","27010","Bessemer Area School District","27","Gogebic","LEA District","Elem thru High School","Rural: Distant","2017","3793803.75","3590435.74","585689.19","0.00","414.16","55.13","94.05","2.65","2","53.19","1","5.36","1","3.86","1","35.55","3.00","15.44","2","16.57","2","1.06","1","5.28","1","1.08","3"
"21","Delta-Schoolcraft ISD","21065","Big Bay De Noc School District","21","Delta","LEA District","Elem thru High School","Rural: Remote","2017","2314725.94","2222295.25","586405.27","0.00","196.62","55.00","48.00","4.22","1","18.71","2","6.99","1",,,"86.74","1.00","25.33","1","27.72","1","1.04","1","-5.42","4","-10.79","1"
"62","Newaygo County RESA","62470","Big Jackson School District","62","Newaygo","LEA District","Elementary","Rural: Distant","2017","312500.76","306975.97","281407.74","0.00","19.09","51.64","10.00","81.7","1","2","3","1.77","2","2.87","1","313.31","1.00","90.05","1","94.54","1","1.02","2","-5.68","4","15.08","4"
"54","Mecosta-Osceola ISD","54010","Big Rapids Public Schools","54","Mecosta","LEA District","Elem thru High School","Town: Distant","2017","18360368.23","17869727.30","2782196.68","0.00","2009.62","502.90","559.42","2.09","2","21.41","2","4.61","1","9.72","2","49.33","2.00","15.15","2","16.36","2","1.03","2","2.29","2","-0.43","2"
"73","Saginaw ISD","73170","Birch Run Area Schools","73","Saginaw","LEA District","Elem thru High School","Rural: Fringe","2017","17242969.67","16636517.47","3129268.84","0.00","1893.01","142.63","513.00","1.71","3","24.04","2","3.52","2","7.49","2","82.02","1.00","18.15","2","19.26","2","1.04","1","0.4","2","-2.01","2"
"63","Oakland Schools","63010","Birmingham Public Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2017","120675753.84","120672938.09","21741106.41","0.00","8140.19","326.59","183.26","2.38","2","0.01","3","0","4","24.15","4","76.19","2.00","18.02","2","18.29","2","1","3","0.88","2","0.14","2"
"70","Ottawa Area ISD","70904","Black River Public School","70","Ottawa","PSA District","Elem thru High School","City: Small","2017","8809640.81","8820789.89","2206386.42","0.00","958.38",,"960.17","3.98","1","-0.5","3","-0.13","4","5.64","1","57.46","2.00","25.05","1","26.8","1","1","3","0.76","2",,
"46","Lenawee ISD","46040","Blissfield Community Schools","46","Lenawee","LEA District","Elem thru High School","Rural: Fringe","2017","11203737.57","11074969.54","3784731.20","0.00","1207.51","113.50","173.00","3.51","1","3.52","3","1.36","3",,,"112.51","1.00","33.78","1","35.43","1","1.01","2","1.54","2","0.7","3"
"63","Oakland Schools","63080","Bloomfield Hills Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2017","88546335.43","86269728.78","20802670.98","0.00","5559.48","285.75","355.25","3.46","1","12.29","2","3.7","2","3.21","1","84.70","1.00","23.49","1","25","1","1.03","2","2.64","1","-11.06","1"
"80","Van Buren ISD","80090","Bloomingdale Public School District","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2017","11328441.23","11201036.84","1006405.55","0.00","1172.86","385.73","64.00","1.72","3","14.49","2","1.39","3","16.27","3","22.80","4.00","8.88","3","9.16","3","1.01","2","-3.77","4","-3.18","1"
"17","Eastern Upper Peninsula ISD","49020","Bois Blanc Pines School District","49","Mackinac","LEA District","Elem_Middle School","Rural: Distant","2017","167019.70","128458.78","369915.86","0.00","2.00",,,"30.7","1","11.64","2","23.09","1",,,"1068.10","1.00","221.48","1","300.33","1","1.3","1","0","2","-15.43","1"
"15","Charlevoix-Emmet ISD","15020","Boyne City Public Schools","15","Charlevoix","LEA District","Elem thru High School","Town: Remote","2017","13603832.90","12988394.73","2423607.90","0.00","1383.45","162.03","343.21","2.07","2","34.04","1","4.85","1","13.17","3","91.74","1.00","17.82","2","18.92","2","1.05","1","4.08","1","3.06","3"
"15","Charlevoix-Emmet ISD","15030","Boyne Falls Public School District","15","Charlevoix","LEA District","Elem thru High School","Rural: Fringe","2017","2622678.43","2749610.87","879805.00","0.00","164.78","168.98","49.52","2.08","2","-12.61","4","-4.01","4","21.4","4","153.27","1.00","33.55","1","33.28","1","0.95","4","12.11","1","-2.27","2"
"63","Oakland Schools","63917","Bradford Academy","63","Oakland","PSA District","Elem thru High School","City: Small","2017","13548238.11","14462846.67","1461290.80","0.00","1411.96",,"1415.00","1.61","3","-38.5","4","11.8","1","20.48","4","14.07","4.00","10.79","3","12.56","3","0.94","4","-6.98","4",,
"63","Oakland Schools","63180","Brandon School District in the Counties of Oakland and Lapeer","63","Oakland","LEA District","Elem thru High School","Rural: Fringe","2017","25993695.88","25344776.25","3902003.20","0.00","2591.15","343.38","353.36","2.36","2","19.95","2","3.01","2","37.06","4","33.14","3.00","15.01","2","16","2","1.03","2","-4.81","4","0.34","2"
"11","Berrien RESA","11210","Brandywine Community Schools","11","Berrien","LEA District","Elem thru High School","Suburb: Large","2017","12987704.59","12697668.29","4119834.95","0.00","1373.15","345.08","325.00","3.97","1","7.57","2","3.73","2","24.73","4","97.67","1.00","31.72","1","33.63","1","1.02","2","1.28","2","4.39","4"
