ISD Code,ISD Name,District Code,District Name,County Code,County Name,Entity Type,School Level,Locale,Fiscal Year,Revenue,Expenditures,Fund Balance,Years in Deficit,Pupil FTE Count,Resident Pupils Leaving,Non-Resident Pupils Coming,Current Ratio,Current Ratio Quartile,Fund Balance Change,Fund Balance Change Quartile,Operating Margin,Operating Margin Quartile,Debt Service Coverage Ratio,Debt Service Coverage Ratio Quartile,Days Cash on Hand,Days Cash on Hand Quartile,Fund Balance as % of Revenue,Fund Balance as % of Revenue Quartile,Fund Balance as % of Expenditure,Fund Balance as % of Expenditure Quartile,Revenue/Expenditure Ratio,Revenue/Expenditure Ratio Quartile,Enrollment Trend,Enrollment Trend Quartile,Compensation Trend,Compensation Trend Quartile
"58","Monroe ISD","58050","Dundee Community Schools","58","Monroe","LEA District","Elem thru High School","Town: Fringe","2017","14319773.76","14321426.91","3280263.50","0.00","1551.36","204.37","182.09","2.68","2","-0.05","3","1.14","3","11.69","3","71.16","2.00","22.91","1","23.82","2","1","3","0.69","2","11.11","4"
"78","Shiawassee Regional ESD","78030","Durand Area Schools","78","Shiawassee","LEA District","Elem thru High School","Town: Fringe","2017","13410831.05","12851926.45","1766836.94","0.00","1414.47","410.80","177.57","1.65","3","46.27","1","4.17","2","11.48","3","56.70","2.00","13.17","3","13.84","3","1.04","1","-2.25","3","-2.61","1"
"70","Ottawa Area ISD","70906","Eagle Crest Charter Academy","70","Ottawa","PSA District","Elem_Middle School","Suburb: Small","2017","6129691.00","6128830.00","5767.00","0.00","711.50",,"711.00","1.01","4","17.55","2","0.14","3",,,"0.34","4.00","0.09","4","0.09","4","1","3","3.67","1",,
"74","St. Clair County RESA","74050","East China School District","74","St. Clair","LEA District","Elem thru High School","Suburb: Small","2017","40327716.04","40302926.83","4165236.54","0.00","4216.08","294.56","228.00","1.85","3","0.6","3","0.06","3","11.19","3","33.11","3.00","10.33","3","10.38","3","1","3","-0.91","3","1.54","3"
"50","Macomb ISD","50020","Eastpointe Community Schools","50","Macomb","LEA District","Elem thru High School","Suburb: Large","2017","31906663.98","32629333.18","764703.06","0.00","2945.30","4669.32","461.20","1.07","4","-48.59","4","-2.26","4","9.7","2","45.41","3.00","2.4","4","2.38","4","0.98","4","-7.73","4","-14.78","1"
"41","Kent ISD","41090","East Grand Rapids Public Schools","41","Kent","LEA District","Elem thru High School","Suburb: Large","2017","29369188.66","29137370.15","2661509.37","0.00","2935.83","59.85","244.73","1.59","3","9.54","2","1.01","3","24.53","4","13.81","4.00","9.06","3","9.29","3","1.01","2","-0.65","3","6.02","4"
"38","Jackson ISD","38090","East Jackson Community Schools","38","Jackson","LEA District","Elem thru High School","Suburb: Small","2017","10270405.84","10032983.33","818833.75","0.00","992.57","504.32","316.00","1.34","4","40.84","1","2.31","2","18.86","4","25.07","3.00","7.97","3","8.21","3","1.02","2","-7.58","4","0.64","2"
"15","Charlevoix-Emmet ISD","15060","East Jordan Public Schools","15","Charlevoix","LEA District","Elem thru High School","Rural: Distant","2017","8917666.32","8800377.40","615617.07","0.00","877.35","212.98","56.22","1.39","3","23.54","2","1.32","3","11.68","3","50.60","2.00","6.9","4","7.22","4","1.01","2","-2.09","3","1.83","3"
"33","Ingham ISD","33010","East Lansing School District","33","Ingham","LEA District","Elem thru High School","City: Small","2017","38570130.71","38694524.07","4457201.83","0.00","3604.83","250.10","898.93","2.05","2","-2.72","3","-0.32","4","12.33","3","34.64","3.00","11.56","3","11.57","3","1","3","-0.59","3","4.11","4"
"81","Washtenaw ISD","81908","Multicultural Academy","81","Washtenaw","PSA District","Elem_Middle School","Suburb: Large","2017","2166680.28","2169991.87","79996.85","0.00","203.52",,"203.00","1.14","4","-3.98","4","-0.15","4","2.31","1","4.91","4.00","3.69","4","4","4","1","3","18.04","1",,
"34","Ionia ISD","34340","Easton Township S/D #6","34","Ionia","LEA District","Elementary","Rural: Fringe","2017","239191.00","297231.00","91758.00","0.00","26.00","32.00","25.00","3.34","1","-38.75","4","-24.27","4",,,"98.32","1.00","38.36","1","30.87","1","0.8","4","-7.14","4","50.61","4"
"50","Macomb ISD","82915","Eaton Academy","50","Macomb","PSA District","Elem_Middle School","Suburb: Large","2017","3347889.00","3311236.00","1265560.00","0.00","341.44",,"345.00","15.2","1","2.98","3","1.09","3",,,"70.19","2.00","37.8","1","39.9","1","1.01","2","10.07","1",,
"23","Eaton RESA","23050","Eaton Rapids Public Schools","23","Eaton","LEA District","Elem thru High School","Town: Fringe","2017","24915618.51","24124456.35","1550403.85","0.00","2354.82","547.24","132.40","1.32","4","104.2","1","3.19","2","14.49","3","37.54","3.00","6.22","4","6.59","4","1.03","2","-2.88","3","3.07","3"
"11","Berrien RESA","11250","Eau Claire Public Schools","11","Berrien","LEA District","Elem thru High School","Rural: Fringe","2017","8837248.14","9488537.32","1328648.06","0.00","839.61","210.87","438.89","2.35","2","-32.89","4","-5.9","4","3.62","1","22.79","4.00","15.03","2","14.27","3","0.93","4","2.09","2","5.25","4"
"82","Wayne RESA","82250","Ecorse Public Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2017","15502913.58","13527228.26","3511039.68","0.00","1168.89","947.68","497.00","1.81","3","128.68","1","12.74","1","15.28","3","125.48","1.00","22.65","1","26.26","1","1.15","1","6.69","1","-6.63","1"
"82","Wayne RESA","82945","Detroit Edison Public School Academy","82","Wayne","PSA District","Elem thru High School","City: Large","2017","12042977.44","12035982.58","1436715.45","0.00","1349.39",,"1355.00","2.05","2","0.49","3","14.21","1","13.26","3","13.67","4.00","11.93","3","13.94","3","1","3","2.95","1","-9.75","1"
"14","Heritage Southwest Intermediate School District","14030","Edwardsburg Public Schools","14","Cass","LEA District","Elem thru High School","Suburb: Large","2017","23616604.95","23845006.15","7474180.18","0.00","2701.30","114.02","572.00","4.4","1","-2.97","3","3.28","2","8.33","2","87.21","1.00","31.65","1","33.29","1","0.99","4","-1.18","3","5.61","4"
"33","Ingham ISD","33902","El-Hajj Malik El-Shabazz Academy","33","Ingham","PSA District","Elem_Middle School","City: Midsize","2017","2527220.15","2748700.52","253960.08","0.00","246.07",,"245.00","2.2","2","-46.58","4","-7.55","4","2.4","1","11.79","4.00","10.05","3","9.71","3","0.92","4","18.14","1","-8.24","1"
"28","Northwest Education Services","05060","Elk Rapids Schools","05","Antrim","LEA District","Elem thru High School","Rural: Distant","2017","12084268.84","12056139.60","1049547.24","0.00","1325.25","97.12","303.83","1.76","3","2.75","3","1.27","3","8.34","2","50.73","2.00","8.69","3","8.89","3","1","3","1.8","2","-1.62","2"
"32","Huron ISD","32050","Elkton-Pigeon-Bay Port Laker Schools","32","Huron","LEA District","Elem thru High School","Rural: Remote","2017","9557486.64","9502373.13","1489124.24","0.00","899.71","165.82","186.55","1.9","2","3.84","3","0.58","3","8.67","2","72.84","2.00","15.58","2","16.04","2","1.01","2","1.08","2","5.26","4"
"15","Charlevoix-Emmet ISD","05065","Ellsworth Community School","05","Antrim","LEA District","Elem thru High School","Rural: Distant","2017","2861483.28","2594086.09","1230719.28","0.00","273.14","53.45","89.36","4.31","1","27.76","1","9.34","1","4.24","1","175.15","1.00","43.01","1","50.56","1","1.1","1","0.4","2","-0.9","2"
"31","Copper Country ISD","31070","Elm River Township School District","31","Houghton","LEA District","Elem_Middle School","Rural: Remote","2017","340651.00","360720.00","44151.00","0.00","12.00","9.00","8.00","1.89","2","-31.25","4","3.07","2",,,"88.92","1.00","12.96","3","13.38","3","0.94","4","20","1","64.19","4"
"13","Calhoun Intermediate School District","13902","Endeavor Charter Academy","13","Calhoun","PSA District","Elem_Middle School","Suburb: Small","2017","5591807.00","5572710.00","50887.00","0.00","657.83",,"659.00","1.05","4","60.07","1","0.38","3",,,"3.30","4.00","0.91","4","0.91","4","1","3","7.5","1",,
"17","Eastern Upper Peninsula ISD","49055","Engadine Consolidated Schools","49","Mackinac","LEA District","Elem thru High School","Rural: Remote","2017","2890111.72","2988365.39","128430.45","0.00","263.85","25.25","49.00","1.32","4","-43.34","4","-3.4","4","8.6","2","50.10","2.00","4.44","4","4.45","4","0.97","4","-0.05","2","5.41","4"
"21","Delta-Schoolcraft ISD","21010","Escanaba Area Public Schools","21","Delta","LEA District","Elem thru High School","Town: Remote","2017","23037018.98","22441089.35","1466169.47","0.00","2360.80","525.34","158.10","1.29","4","68.48","1","2.59","2","11.31","3","50.70","2.00","6.36","4","6.61","4","1.03","2","-1.53","3","-2.07","2"
"09","Bay-Arenac ISD","09050","Essexville-Hampton Public Schools","09","Bay","LEA District","Elem thru High School","Suburb: Small","2017","15221658.07","15143163.22","511145.81","0.00","1702.25","249.50","574.26","1.09","4","18.14","2","0.52","3","9.19","2","87.01","1.00","3.36","4","3.41","4","1.01","2","1.4","2","2.74","3"
"54","Mecosta-Osceola ISD","67020","Evart Public Schools","67","Osceola","LEA District","Elem thru High School","Rural: Remote","2017","8694853.48","8663170.58","1233836.57","0.00","845.95","266.21","41.00","2","2","2.64","3","0.36","3","6.14","1","56.94","2.00","14.19","2","14.47","2","1","3","-1.38","3","2.22","3"
"27","Gogebic-Ontonagon ISD","66045","Ewen-Trout Creek Consolidated School District","66","Ontonagon","LEA District","Elem thru High School","Rural: Remote","2017","2408381.91","2454695.29","541781.15","0.00","194.43","15.00","47.00","2.99","1","-7.87","4","-1.7","4","20.5","4","65.29","2.00","22.5","1","22.56","2","0.98","4","-5.51","4","1.9","3"
"41","Kent ISD","41905","Excel Charter Academy","41","Kent","PSA District","Elem_Middle School","City: Midsize","2017","6803979.00","6804983.00","1390.00","0.00","775.09",,"774.00","1","4","-41.94","4","-0.01","4",,,"0.08","4.00","0.02","4","0.02","4","1","3","0.35","2",,
"28","Northwest Education Services","40060","Excelsior Township S/D #1","40","Kalkaska","LEA District","Elem_Middle School","Rural: Distant","2017","419009.75","473511.87","474635.34","0.00","40.00","32.00","25.00","6.9","1","-10.3","4","-13.01","4",,,"388.16","1.00","113.28","1","119.43","1","0.88","4","-9.09","4","-23.01","1"
"72","C.O.O.R. ISD","68030","Fairview Area School District","68","Oscoda","LEA District","Elem thru High School","Rural: Remote","2017","3235345.65","3171593.91","759817.60","0.00","311.30","30.00","45.00","3.64","1","9.16","2","1.97","2","3.61","1","91.30","1.00","23.48","1","25.06","1","1.02","2","7.03","1","9.75","4"
"63","Oakland Schools","63200","Farmington Public School District","63","Oakland","LEA District","Elem thru High School","City: Small","2017","137419811.14","135139629.83","14982711.56","0.00","9660.73","1183.61","262.69","1.97","2","17.95","2","1.66","3","7.71","2","38.11","3.00","10.9","3","11.29","3","1.02","2","-3.77","4","-4.12","1"
"18","Clare-Gladwin Regional Education Service District","18020","Farwell Area Schools","18","Clare","LEA District","Elem thru High School","Town: Distant","2017","12878885.22","12860543.81","1059252.49","0.00","1287.01","318.19","84.60","1.33","4","1.76","3","1.22","3","8.31","2","60.69","2.00","8.22","3","8.77","3","1","3","-1.52","3","-4.04","1"
"03","Allegan Area Educational Service Agency","03050","Fennville Public Schools","03","Allegan","LEA District","Elem thru High School","Rural: Distant","2017","13291588.75","13450996.56","2590920.46","0.00","1349.54","397.66","154.00","3.54","1","-5.8","4","-1.2","4","40.39","4","45.13","3.00","19.49","2","19.99","2","0.99","4","-0.88","3","1.38","3"
"25","Genesee ISD","25100","Fenton Area Public Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2017","32383218.71","31451328.59","1732739.43","0.00","3401.34","629.66","584.00","1.26","4","116.36","1","2.88","2","13.15","3","35.69","3.00","5.35","4","5.66","4","1.03","2","0.62","2","-1.12","2"
"63","Oakland Schools","63020","Ferndale Public Schools","63","Oakland","LEA District","Elem thru High School","Suburb: Large","2017","35783633.85","33278757.36","5111885.35","0.00","3093.01","667.90","1357.82","1.83","3","96.08","1","7","1","13.29","3","57.43","2.00","14.29","2","16.3","2","1.08","1","2.9","1","2.78","3"
"50","Macomb ISD","50090","Fitzgerald Public Schools","50","Macomb","LEA District","Elem thru High School","City: Midsize","2017","29201550.08","29139979.80","1231920.22","0.00","2649.22","920.59","466.67","1.22","4","5.26","3","0.22","3","8.86","2","20.53","4.00","4.22","4","4.25","4","1","3","1.36","2","4.05","4"
"82","Wayne RESA","82997","Flagship Charter Academy","82","Wayne","PSA District","Elem_Middle School","City: Large","2017","6516233.00","6504507.00","33093.00","0.00","700.54",,"696.00","1.03","4","54.88","1","0.18","3",,,"1.78","4.00","0.51","4","0.51","4","1","3","-1.04","3",,
"82","Wayne RESA","82180","Flat Rock Community Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2017","19867341.45","18789936.69","4242295.86","0.00","1955.71","563.99","359.24","1.92","2","34.04","1","8.03","1","19.93","4","97.07","1.00","21.35","1","24.5","1","1.06","1","3.43","1","7.74","4"
"25","Genesee ISD","25010","Flint, School District of the City of","25","Genesee","LEA District","Elem thru High School","City: Small","2017","98646175.59","91140566.15","7617705.00","0.00","4892.06","10005.21","105.83","1.55","3","6695.64","1","7.61","1","20.1","4","20.68","4.00","7.72","3","10.59","3","1.08","1","-8.22","4","-10.19","1"
"25","Genesee ISD","25120","Flushing Community Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2017","37758067.58","37543273.90","4107562.44","0.00","4069.74","487.69","385.00","1.82","3","5.52","3","0.58","3","4.18","1","26.61","3.00","10.88","3","11.07","3","1.01","2","-0.5","3","2.71","3"
"28","Northwest Education Services","40020","Forest Area Community Schools","40","Kalkaska","LEA District","Elem thru High School","Rural: Distant","2017","5126202.58","4792110.74","1336849.10","0.00","488.80","286.80","79.00","3.13","1","33.32","1","6.55","1","3.24","1","91.70","1.00","26.08","1","28.71","1","1.07","1","-1.68","3","0.42","2"
"41","Kent ISD","41110","Forest Hills Public Schools","41","Kent","LEA District","Elem thru High School","Suburb: Large","2017","104873911.18","105075572.15","12368588.60","0.00","9883.98","368.26","949.68","1.98","2","-1.6","3","-0.19","4","19.58","4","33.79","3.00","11.79","3","12.01","3","1","3","-0.83","3","4.63","4"
"22","Dickinson-Iron ISD","36015","Forest Park School District","36","Iron","LEA District","Elem thru High School","Rural: Remote","2017","4136387.00","4147541.20","235333.02","0.00","438.12","36.72","20.00","1.63","3","-4.53","4","2.04","2","14.77","3","11.42","4.00","5.69","4","5.91","4","1","3","0.85","2","1.99","3"
"81","Washtenaw ISD","81906","Fortis Academy","81","Washtenaw","PSA District","Elem_Middle School","Suburb: Large","2017","6547148.00","6543207.00","15770.00","0.00","723.56",,"727.00","1.02","4","33.32","1","0.22","3",,,"0.87","4.00","0.24","4","0.24","4","1","3","-1.37","3",,
"63","Oakland Schools","63923","Four Corners Montessori Academy","63","Oakland","PSA District","Elem_Middle School","Suburb: Large","2017","3559518.78","3450337.73","889032.87","0.00","408.28",,"409.00","3.22","1","14","2","3.18","2",,,"46.96","2.00","24.98","1","26.25","1","1.03","2","15.4","1",,
"19","Clinton County RESA","19070","Fowler Public Schools","19","Clinton","LEA District","Elem thru High School","Rural: Distant","2017","4786936.33","4677902.44","658828.18","0.00","513.30","35.67","89.99","2.08","2","19.83","2","2.42","2","6","1","36.75","3.00","13.76","2","14.37","2","1.02","2","-3.89","4","-0.04","2"
"47","Livingston ESA","47030","Fowlerville Community Schools","47","Livingston","LEA District","Elem thru High School","Town: Fringe","2017","26765914.60","26706719.33","2433773.46","0.00","2875.91","435.60","305.83","1.74","3","2.49","3","3.05","2","18.66","4","15.19","4.00","9.09","3","9.48","3","1","3","-0.89","3","8.52","4"
"73","Saginaw ISD","73909","Francis Reh PSA","73","Saginaw","PSA District","Elem_Middle School","City: Small","2017","4295421.90","4182468.93","1058479.26","0.00","420.63",,"418.00","3.63","1","11.95","2","2.68","2",,,"42.18","3.00","24.64","1","25.55","1","1.03","2","-10.47","4",,
"73","Saginaw ISD","73190","Frankenmuth School District","73","Saginaw","LEA District","Elem thru High School","Town: Fringe","2017","12256232.34","11978744.10","4549288.42","0.00","1279.34","83.67","286.48","5.16","1","6.5","3","2.26","2","8.59","2","114.20","1.00","37.12","1","40.16","1","1.02","2","1.6","2","7.29","4"
"28","Northwest Education Services","10025","Frankfort-Elberta Area Schools","10","Benzie","LEA District","Elem thru High School","Rural: Remote","2017","6074799.03","6094425.53","1076107.81","0.00","467.70","40.47","147.00","2.63","2","-1.79","3","-0.03","4","13.88","3","93.11","1.00","17.71","2","17.78","2","1","3","-1.56","3","0.97","3"
"50","Macomb ISD","50100","Fraser Public Schools","50","Macomb","LEA District","Elem thru High School","Suburb: Large","2017","53446732.06","52526812.44","7137853.01","0.00","5142.34","598.93","1908.68","2.15","2","14.79","2","1.92","2","21.7","4","31.58","3.00","13.36","2","13.99","3","1.02","2","-2.24","3","0.84","3"
"73","Saginaw ISD","73200","Freeland Community School District","73","Saginaw","LEA District","Elem thru High School","Suburb: Small","2017","17277986.73","17139615.02","3457220.87","0.00","1914.84","228.66","88.88","2.99","1","4.17","3","0.8","3","5.98","1","49.92","2.00","20.01","2","21.13","2","1.01","2","1.31","2","6.24","4"
"62","Newaygo County RESA","62040","Fremont Public School District","62","Newaygo","LEA District","Elem thru High School","Rural: Fringe","2017","21527377.15","21456149.00","1441094.38","0.00","2134.37","204.18","281.26","1.37","3","5.2","3","0.33","3","18.48","4","30.40","3.00","6.69","4","6.91","4","1","3","0","2","2.69","3"
"82","Wayne RESA","82987","Frontier International Academy","82","Wayne","PSA District","Elem thru High School","City: Large","2017","4589329.50","4413383.00","561862.00","0.00","447.19",,"451.17","1.47","3","45.59","1","3.83","2","2.46","1","35.48","3.00","12.24","3","13.67","3","1.04","1","-2.78","3",,
"61","Muskegon Area ISD","61080","Fruitport Community Schools","61","Muskegon","LEA District","Elem thru High School","Suburb: Midsize","2017","28728116.58","28601449.27","2532501.67","0.00","2797.11","608.09","458.65","1.56","3","5.27","3","0.52","3","16.38","3","20.87","4.00","8.82","3","8.92","3","1","3","0.76","2","5.46","4"
"29","Gratiot-Isabella RESD","29050","Fulton Schools","29","Gratiot","LEA District","Elem thru High School","Rural: Distant","2017","7908818.41","8140499.12","1292345.65","0.00","735.38","100.86","196.00","1.86","2","-15.2","4","-2.8","4",,,"49.69","2.00","16.34","2","16.59","2","0.97","4","-7.57","4","-1.33","2"
"39","Kalamazoo RESA","39050","Galesburg-Augusta Community Schools","39","Kalamazoo","LEA District","Elem thru High School","Rural: Fringe","2017","10704039.63","10568950.34","1643076.74","0.00","1021.38","254.31","125.57","2.5","2","8.96","2","1.73","2","8.93","2","41.24","3.00","15.35","2","16.01","2","1.01","2","-0.36","2","7.24","4"
"82","Wayne RESA","82050","Garden City Public Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2017","44735468.47","40845984.71","3307844.44","0.00","3894.12","759.06","818.87","1.24","4","668.71","1","19.4","1","5.94","1","81.53","1.00","7.39","4","9.56","3","1.1","1","-3.93","4","1.05","3"
"16","Cheb-Otsego-Presque Isle ESD","69020","Gaylord Community Schools","69","Otsego","LEA District","Elem thru High School","Rural: Fringe","2017","28911705.75","29032216.06","6096356.60","0.00","3113.84","221.18","298.93","2.68","2","-1.94","3","-0.37","4","9.61","2","73.03","2.00","21.09","1","21.45","2","1","3","1.71","2","4.65","4"
"25","Genesee ISD","25070","Genesee School District","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2017","6718505.73","6382978.26","587949.80","0.00","673.02","150.30","339.12","1.22","4","132.92","1","6.01","1","10.54","2","114.30","1.00","8.75","3","9.34","3","1.05","1","-2.64","3","-3.35","1"
"82","Wayne RESA","82937","George Crockett Academy","82","Wayne","PSA District","Elem_Middle School","City: Large","2017","4139930.51","3895615.77","723912.74","0.00","440.39",,"441.00","2.4","2","50.94","1","5.98","1",,,"29.35","3.00","17.49","2","19.04","2","1.06","1","34.32","1",,
"82","Wayne RESA","82963","George Washington Carver Academy","82","Wayne","PSA District","Elem_Middle School","Suburb: Large","2017","5732879.36","5603475.50","1189684.67","0.00","555.21",,"556.00","3.16","1","12.2","2","13.48","1","11.23","3","28.52","3.00","20.75","1","24.23","2","1.02","2","-2.87","3",,
"82","Wayne RESA","82290","Gibraltar School District","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2017","34911143.98","31590151.38","4438630.94","0.00","3581.49","406.56","431.00","1.48","3","293.85","1","9.51","1","23.47","4","75.99","2.00","12.71","3","14.46","2","1.11","1","1.39","2","5.62","4"
"21","Delta-Schoolcraft ISD","21025","Gladstone Area Schools","21","Delta","LEA District","Elem thru High School","Town: Remote","2017","14088829.24","13980821.70","855393.08","0.00","1599.76","264.62","259.16","1.29","4","14.45","2","0.98","3","10.5","2","36.06","3.00","6.07","4","6.24","4","1.01","2","1.5","2","0.15","2"
"18","Clare-Gladwin Regional Education Service District","26040","Gladwin Community Schools","26","Gladwin","LEA District","Elem thru High School","Town: Distant","2017","16490206.20","16121989.71","3096716.82","0.00","1691.32","169.18","198.92","3.5","1","13.5","2","2.24","2","12.27","3","44.00","3.00","18.78","2","19.59","2","1.02","2","0.3","2","2.83","3"
"28","Northwest Education Services","45010","Glen Lake Community Schools","45","Leelanau","LEA District","Elem thru High School","Rural: Remote","2017","12405800.79","12723348.96","14787150.07","0.00","712.24","87.19","257.00","14.3","1","-2.1","3","-1.58","4","7.25","2","443.43","1.00","119.2","1","139.68","1","0.98","4","-3.1","4","-2.11","2"
"03","Allegan Area Educational Service Agency","03440","Glenn Public School District","03","Allegan","LEA District","Elem_Middle School","Rural: Distant","2017","542547.33","514466.23","169817.86","0.00","28.00","27.00","25.00","4.15","1","19.81","2","5.18","1","6.06","1","151.14","1.00","31.3","1","33.28","1","1.05","1","-12.5","4","0.31","2"
"80","Van Buren ISD","80110","Gobles Public School District","80","Van Buren","LEA District","Elem thru High School","Rural: Distant","2017","7760424.63","8017972.73","662945.01","0.00","839.49","158.39","114.79","1.35","4","-27.98","4","-3.32","4","19.19","4","58.43","2.00","8.54","3","8.53","3","0.97","4","-3.42","4","8.65","4"
"41","Kent ISD","41120","Godfrey-Lee Public Schools","41","Kent","LEA District","Elem thru High School","City: Small","2017","21286066.79","21443100.19","2454113.95","0.00","1969.55","474.18","356.49","1.86","2","-6.01","4","-0.48","4","7.93","2","28.82","3.00","11.53","3","11.92","3","0.99","4","-0.13","2","-7.58","1"
"41","Kent ISD","41020","Godwin Heights Public Schools","41","Kent","LEA District","Elem thru High School","City: Small","2017","25954818.60","26706310.79","1806749.31","0.00","2190.00","763.32","709.49","1.65","3","-29.38","4","-2.9","4","6.71","2","11.08","4.00","6.96","4","6.82","4","0.97","4","-0.62","3","-1.55","2"
"25","Genesee ISD","25050","Goodrich Area Schools","25","Genesee","LEA District","Elem thru High School","Rural: Fringe","2017","18907048.29","18637593.04","2114542.85","0.00","2125.59","150.26","504.41","2.02","2","14.6","2","1.75","2","20.69","4","16.45","4.00","11.18","3","11.67","3","1.01","2","-0.68","3","1.38","3"
"25","Genesee ISD","25903","Grand Blanc Academy","25","Genesee","PSA District","Elem_Middle School","Suburb: Large","2017","3751881.00","3672030.00","484545.00","0.00","390.85",,"393.00","1.98","2","19.73","2","15.17","1","13.22","3","18.58","4.00","12.91","3","15.48","2","1.02","2","-1.43","3",,
"25","Genesee ISD","25030","Grand Blanc Community Schools","25","Genesee","LEA District","Elem thru High School","Suburb: Large","2017","77255120.00","75727556.99","10424514.86","0.00","8226.17","1051.85","652.00","2.35","2","17.17","2","1.98","2","10.71","2","27.06","3.00","13.49","2","14.18","3","1.02","2","-1.09","3","1.78","3"
"70","Ottawa Area ISD","70010","Grand Haven Area Public Schools","70","Ottawa","LEA District","Elem thru High School","Suburb: Midsize","2017","68725189.79","67782768.34","6724644.46","0.00","6193.60","715.07","421.12","1.73","3","16.3","2","1.45","3","12.12","3","41.01","3.00","9.78","3","10.09","3","1.01","2","-0.9","3","3.55","3"
"23","Eaton RESA","23060","Grand Ledge Public Schools","23","Eaton","LEA District","Elem thru High School","Suburb: Large","2017","52304888.20","51331713.67","5467296.71","0.00","5270.08","340.10","588.26","1.69","3","21.65","2","3.58","2","9.98","2","42.55","3.00","10.45","3","11.2","3","1.02","2","1.77","2","-2.41","1"
"41","Kent ISD","41921","Grand Rapids Child Discovery Center","41","Kent","PSA District","Elementary","City: Midsize","2017","2495229.00","2411047.00","407569.00","0.00","258.61",,"259.00","2.71","2","26.03","2","3.37","2","2.55","1","24.12","3.00","16.33","2","18.15","2","1.03","2","3.79","1","-2.54","1"
"41","Kent ISD","41010","Grand Rapids Public Schools","41","Kent","LEA District","Elem thru High School","City: Midsize","2017","202553886.87","201872422.48","15937148.98","0.00","16792.72","11217.81","1640.00","1.42","3","4.47","3","1.37","3","27.1","4","28.02","3.00","7.87","3","8.11","3","1","3","0.48","2","0.51","2"
"28","Northwest Education Services","28902","Grand Traverse Academy","28","Grand Traverse","PSA District","Elem thru High School","Town: Remote","2017","9768037.28","9594784.94","191364.81","0.00","1180.16",,"1178.13","1.07","4","956.59","1","12.56","1","11.31","3","40.56","3.00","1.96","4","2.35","4","1.02","2","0.97","2",,
"41","Kent ISD","41130","Grandville Public Schools","41","Kent","LEA District","Elem thru High School","Suburb: Large","2017","55445286.68","55175560.46","3772753.00","0.00","5578.02","691.98","787.59","1.56","3","7.7","2","0.49","3","7.89","2","14.32","4.00","6.8","4","6.98","4","1","3","0.2","2","-0.03","2"
"62","Newaygo County RESA","62050","Grant Public School District","62","Newaygo","LEA District","Elem thru High School","Rural: Distant","2017","17505610.13","17335757.54","2641928.76","0.00","1826.56","372.20","219.40","1.71","3","6.87","3","2.11","2","6.35","2","68.23","2.00","15.09","2","16.44","2","1.01","2","-1.13","3","3.35","3"
"31","Copper Country ISD","42030","Grant Township S/D #2","42","Keweenaw","LEA District","Elem_Middle School","Rural: Remote","2017","215164.88","215915.73","223021.90","0.00","3.84","7.16",,"8.77","1","-0.34","3","-0.35","4",,,"385.47","1.00","103.65","1","113.79","1","1","3","-19.16","4","-3.52","1"
"38","Jackson ISD","38050","Grass Lake Community Schools","38","Jackson","LEA District","Elem thru High School","Rural: Fringe","2017","12532472.97","13474484.46","1587946.30","0.00","1267.32","144.12","364.00","1.94","2","-37.23","4","-7.15","4","19.72","4","38.95","3.00","12.67","3","12.88","3","0.93","4","-2.08","3","-1.42","2"
"59","Montcalm Area ISD","41911","Flat River Academy","59","Montcalm","PSA District","Elem_Middle School","Rural: Fringe","2017","1277805.00","1379414.00","96048.00","0.00","147.21",,"148.00","1.33","4","-51.41","4","12.06","1","2.97","1","30.35","3.00","7.52","3","8.58","3","0.93","4","-33.7","4",,
"63","Oakland Schools","63907","Great Lakes Academy","63","Oakland","PSA District","Elem_Middle School","City: Small","2017","1782485.20","1864688.97","404733.63","0.00","164.34",,"167.00","4.55","1","-16.88","4","-4.61","4","5.34","1","43.19","3.00","22.71","1","23.63","2","0.96","4","-7.48","4",,
"50","Macomb ISD","63922","Great Oaks Academy","50","Macomb","PSA District","Elem_Middle School","City: Midsize","2017","6338137.00","6345705.00","10096.00","0.00","715.09",,"718.00","1.01","4","-42.84","4","-0.12","4",,,"0.57","4.00","0.16","4","0.16","4","1","3","0.52","2",,
"59","Montcalm Area ISD","59070","Greenville Public Schools","59","Montcalm","LEA District","Elem thru High School","Town: Distant","2017","35785844.04","35449586.33","2199877.35","0.00","3786.59","436.75","288.05","1.3","4","18.04","2","2.49","2","10.38","2","26.65","3.00","6.15","4","6.56","4","1.01","2","1.97","2","-5.22","1"
"82","Wayne RESA","82300","Grosse Ile Township Schools","82","Wayne","LEA District","Elem thru High School","Suburb: Large","2017","20828884.58","19156048.30","1520537.62","0.00","1909.63","87.15","185.00","1.3","4","1098.39","1","8.03","1","11.84","3","34.52","3.00","7.3","4","7.96","4","1.09","1","0.85","2","-5.97","1"
